smoothed_dc,smoothed_dc_se,sample_size,country,region,iso_code,gid_0,gid_1,survey_date
0.234725,0.019689,925.0,India,Assam,IND,IND,IND.4_1,20210423
0.244377,0.020821,910.0,India,Assam,IND,IND,IND.4_1,20210424
0.233562,0.020175,939.0,India,Assam,IND,IND,IND.4_1,20210425
0.215973,0.019205,951.0,India,Assam,IND,IND,IND.4_1,20210426
0.220184,0.019034,944.0,India,Assam,IND,IND,IND.4_1,20210427
0.21293,0.01868,927.0,India,Assam,IND,IND,IND.4_1,20210428
0.212507,0.018249,920.0,India,Assam,IND,IND,IND.4_1,20210429
0.201903,0.017522,939.0,India,Assam,IND,IND,IND.4_1,20210430
0.196773,0.016875,961.0,India,Assam,IND,IND,IND.4_1,20210501
0.186444,0.016067,906.0,India,Assam,IND,IND,IND.4_1,20210502
0.185797,0.01589,890.0,India,Assam,IND,IND,IND.4_1,20210503
0.189708,0.016526,885.0,India,Assam,IND,IND,IND.4_1,20210504
0.181189,0.016224,884.0,India,Assam,IND,IND,IND.4_1,20210505
0.179303,0.016499,895.0,India,Assam,IND,IND,IND.4_1,20210506
0.174927,0.016466,883.0,India,Assam,IND,IND,IND.4_1,20210507
0.159856,0.015819,887.0,India,Assam,IND,IND,IND.4_1,20210508
0.159212,0.015722,926.0,India,Assam,IND,IND,IND.4_1,20210509
0.152988,0.015608,916.0,India,Assam,IND,IND,IND.4_1,20210510
0.155678,0.016978,909.0,India,Assam,IND,IND,IND.4_1,20210511
0.164178,0.018834,914.0,India,Assam,IND,IND,IND.4_1,20210512
0.172838,0.020519,890.0,India,Assam,IND,IND,IND.4_1,20210513
0.169179,0.020165,874.0,India,Assam,IND,IND,IND.4_1,20210514
0.177736,0.019632,876.0,India,Assam,IND,IND,IND.4_1,20210515
0.190333,0.021525,855.0,India,Assam,IND,IND,IND.4_1,20210516
0.197793,0.022021,854.0,India,Assam,IND,IND,IND.4_1,20210517
0.177522,0.021387,850.0,India,Assam,IND,IND,IND.4_1,20210518
0.178138,0.018822,845.0,India,Assam,IND,IND,IND.4_1,20210519
0.176386,0.021152,704.0,India,Assam,IND,IND,IND.4_1,20210520
0.188494,0.023822,592.0,India,Assam,IND,IND,IND.4_1,20210521
0.186359,0.027936,470.0,India,Assam,IND,IND,IND.4_1,20210522
0.170646,0.027916,364.0,India,Assam,IND,IND,IND.4_1,20210523
0.169836,0.031396,268.0,India,Assam,IND,IND,IND.4_1,20210524
0.205312,0.040852,154.0,India,Assam,IND,IND,IND.4_1,20210525
0.203656,0.008889,2807.0,India,Bihar,IND,IND,IND.5_1,20200715
0.198285,0.008777,2861.0,India,Bihar,IND,IND,IND.5_1,20200716
0.192255,0.00852,2932.0,India,Bihar,IND,IND,IND.5_1,20200717
0.183523,0.008277,3031.0,India,Bihar,IND,IND,IND.5_1,20200718
0.179548,0.00799,3119.0,India,Bihar,IND,IND,IND.5_1,20200719
0.180985,0.007888,3220.0,India,Bihar,IND,IND,IND.5_1,20200720
0.183867,0.008014,3149.0,India,Bihar,IND,IND,IND.5_1,20200721
0.18309,0.008098,3149.0,India,Bihar,IND,IND,IND.5_1,20200722
0.184615,0.008165,3149.0,India,Bihar,IND,IND,IND.5_1,20200723
0.187827,0.008216,3228.0,India,Bihar,IND,IND,IND.5_1,20200724
0.181559,0.008031,3223.0,India,Bihar,IND,IND,IND.5_1,20200725
0.184297,0.008225,3168.0,India,Bihar,IND,IND,IND.5_1,20200726
0.179921,0.008158,3163.0,India,Bihar,IND,IND,IND.5_1,20200727
0.181519,0.008077,3225.0,India,Bihar,IND,IND,IND.5_1,20200728
0.176445,0.007942,3242.0,India,Bihar,IND,IND,IND.5_1,20200729
0.171769,0.007907,3178.0,India,Bihar,IND,IND,IND.5_1,20200730
0.173393,0.007938,3096.0,India,Bihar,IND,IND,IND.5_1,20200731
0.180685,0.008197,3043.0,India,Bihar,IND,IND,IND.5_1,20200801
0.186064,0.008353,2959.0,India,Bihar,IND,IND,IND.5_1,20200802
0.195377,0.008747,2770.0,India,Bihar,IND,IND,IND.5_1,20200803
0.195829,0.00902,2596.0,India,Bihar,IND,IND,IND.5_1,20200804
0.201047,0.009366,2438.0,India,Bihar,IND,IND,IND.5_1,20200805
0.198989,0.009449,2372.0,India,Bihar,IND,IND,IND.5_1,20200806
0.199878,0.009556,2301.0,India,Bihar,IND,IND,IND.5_1,20200807
0.205471,0.009846,2208.0,India,Bihar,IND,IND,IND.5_1,20200808
0.200353,0.00987,2143.0,India,Bihar,IND,IND,IND.5_1,20200809
0.192346,0.009655,2164.0,India,Bihar,IND,IND,IND.5_1,20200810
0.196863,0.009704,2209.0,India,Bihar,IND,IND,IND.5_1,20200811
0.19493,0.00968,2220.0,India,Bihar,IND,IND,IND.5_1,20200812
0.19534,0.009629,2170.0,India,Bihar,IND,IND,IND.5_1,20200813
0.196853,0.009761,2127.0,India,Bihar,IND,IND,IND.5_1,20200814
0.197703,0.009862,2089.0,India,Bihar,IND,IND,IND.5_1,20200815
0.207727,0.010058,2074.0,India,Bihar,IND,IND,IND.5_1,20200816
0.216217,0.010331,2038.0,India,Bihar,IND,IND,IND.5_1,20200817
0.222596,0.010448,2010.0,India,Bihar,IND,IND,IND.5_1,20200818
0.225623,0.010577,1965.0,India,Bihar,IND,IND,IND.5_1,20200819
0.235656,0.010922,1948.0,India,Bihar,IND,IND,IND.5_1,20200820
0.232458,0.01092,1930.0,India,Bihar,IND,IND,IND.5_1,20200821
0.23158,0.010852,1946.0,India,Bihar,IND,IND,IND.5_1,20200822
0.24294,0.011107,1929.0,India,Bihar,IND,IND,IND.5_1,20200823
0.239494,0.011051,1919.0,India,Bihar,IND,IND,IND.5_1,20200824
0.238238,0.011319,1846.0,India,Bihar,IND,IND,IND.5_1,20200825
0.246055,0.011408,1869.0,India,Bihar,IND,IND,IND.5_1,20200826
0.244216,0.011327,1858.0,India,Bihar,IND,IND,IND.5_1,20200827
0.243987,0.011478,1811.0,India,Bihar,IND,IND,IND.5_1,20200828
0.244513,0.011748,1711.0,India,Bihar,IND,IND,IND.5_1,20200829
0.230323,0.011735,1627.0,India,Bihar,IND,IND,IND.5_1,20200830
0.227205,0.011883,1551.0,India,Bihar,IND,IND,IND.5_1,20200831
0.230795,0.0119,1528.0,India,Bihar,IND,IND,IND.5_1,20200901
0.228611,0.011911,1502.0,India,Bihar,IND,IND,IND.5_1,20200902
0.232857,0.012232,1456.0,India,Bihar,IND,IND,IND.5_1,20200903
0.231061,0.012254,1449.0,India,Bihar,IND,IND,IND.5_1,20200904
0.235202,0.01224,1480.0,India,Bihar,IND,IND,IND.5_1,20200905
0.24113,0.012397,1490.0,India,Bihar,IND,IND,IND.5_1,20200906
0.248686,0.012618,1504.0,India,Bihar,IND,IND,IND.5_1,20200907
0.252218,0.012828,1489.0,India,Bihar,IND,IND,IND.5_1,20200908
0.251739,0.013057,1434.0,India,Bihar,IND,IND,IND.5_1,20200909
0.25872,0.013217,1446.0,India,Bihar,IND,IND,IND.5_1,20200910
0.278486,0.013606,1424.0,India,Bihar,IND,IND,IND.5_1,20200911
0.28415,0.01384,1415.0,India,Bihar,IND,IND,IND.5_1,20200912
0.289339,0.014014,1405.0,India,Bihar,IND,IND,IND.5_1,20200913
0.289193,0.014074,1390.0,India,Bihar,IND,IND,IND.5_1,20200914
0.287981,0.013881,1413.0,India,Bihar,IND,IND,IND.5_1,20200915
0.290667,0.013998,1394.0,India,Bihar,IND,IND,IND.5_1,20200916
0.288387,0.014023,1362.0,India,Bihar,IND,IND,IND.5_1,20200917
0.279186,0.013833,1380.0,India,Bihar,IND,IND,IND.5_1,20200918
0.275585,0.013898,1334.0,India,Bihar,IND,IND,IND.5_1,20200919
0.274944,0.013919,1306.0,India,Bihar,IND,IND,IND.5_1,20200920
0.276434,0.013892,1314.0,India,Bihar,IND,IND,IND.5_1,20200921
0.266843,0.013996,1260.0,India,Bihar,IND,IND,IND.5_1,20200922
0.267898,0.01396,1283.0,India,Bihar,IND,IND,IND.5_1,20200923
0.273178,0.013955,1312.0,India,Bihar,IND,IND,IND.5_1,20200924
0.272648,0.013992,1276.0,India,Bihar,IND,IND,IND.5_1,20200925
0.270286,0.013806,1311.0,India,Bihar,IND,IND,IND.5_1,20200926
0.271057,0.013814,1302.0,India,Bihar,IND,IND,IND.5_1,20200927
0.270275,0.013871,1271.0,India,Bihar,IND,IND,IND.5_1,20200928
0.270939,0.013932,1260.0,India,Bihar,IND,IND,IND.5_1,20200929
0.280254,0.014124,1244.0,India,Bihar,IND,IND,IND.5_1,20200930
0.275851,0.014414,1180.0,India,Bihar,IND,IND,IND.5_1,20201001
0.279164,0.014631,1171.0,India,Bihar,IND,IND,IND.5_1,20201002
0.286198,0.015046,1125.0,India,Bihar,IND,IND,IND.5_1,20201003
0.282818,0.015081,1109.0,India,Bihar,IND,IND,IND.5_1,20201004
0.294437,0.015486,1085.0,India,Bihar,IND,IND,IND.5_1,20201005
0.31344,0.01584,1096.0,India,Bihar,IND,IND,IND.5_1,20201006
0.308397,0.016147,1046.0,India,Bihar,IND,IND,IND.5_1,20201007
0.302877,0.015935,1049.0,India,Bihar,IND,IND,IND.5_1,20201008
0.313284,0.016035,1054.0,India,Bihar,IND,IND,IND.5_1,20201009
0.315543,0.016159,1036.0,India,Bihar,IND,IND,IND.5_1,20201010
0.31617,0.016209,1042.0,India,Bihar,IND,IND,IND.5_1,20201011
0.327577,0.016401,1037.0,India,Bihar,IND,IND,IND.5_1,20201012
0.314064,0.016419,998.0,India,Bihar,IND,IND,IND.5_1,20201013
0.304746,0.016068,1012.0,India,Bihar,IND,IND,IND.5_1,20201014
0.309861,0.016444,972.0,India,Bihar,IND,IND,IND.5_1,20201015
0.291092,0.016391,929.0,India,Bihar,IND,IND,IND.5_1,20201016
0.29829,0.016526,916.0,India,Bihar,IND,IND,IND.5_1,20201017
0.307573,0.016743,895.0,India,Bihar,IND,IND,IND.5_1,20201018
0.284118,0.016655,862.0,India,Bihar,IND,IND,IND.5_1,20201019
0.307186,0.017117,845.0,India,Bihar,IND,IND,IND.5_1,20201020
0.311953,0.017375,837.0,India,Bihar,IND,IND,IND.5_1,20201021
0.30489,0.016914,853.0,India,Bihar,IND,IND,IND.5_1,20201022
0.317902,0.017459,836.0,India,Bihar,IND,IND,IND.5_1,20201023
0.303797,0.017266,826.0,India,Bihar,IND,IND,IND.5_1,20201024
0.291809,0.017324,810.0,India,Bihar,IND,IND,IND.5_1,20201025
0.299582,0.017927,771.0,India,Bihar,IND,IND,IND.5_1,20201026
0.285367,0.018012,744.0,India,Bihar,IND,IND,IND.5_1,20201027
0.291724,0.018246,737.0,India,Bihar,IND,IND,IND.5_1,20201028
0.30008,0.018708,729.0,India,Bihar,IND,IND,IND.5_1,20201029
0.298662,0.018782,713.0,India,Bihar,IND,IND,IND.5_1,20201030
0.299896,0.018754,720.0,India,Bihar,IND,IND,IND.5_1,20201031
0.312728,0.018866,727.0,India,Bihar,IND,IND,IND.5_1,20201101
0.313116,0.018307,769.0,India,Bihar,IND,IND,IND.5_1,20201102
0.304805,0.018322,758.0,India,Bihar,IND,IND,IND.5_1,20201103
0.323072,0.018748,742.0,India,Bihar,IND,IND,IND.5_1,20201104
0.329282,0.01881,745.0,India,Bihar,IND,IND,IND.5_1,20201105
0.336405,0.018521,780.0,India,Bihar,IND,IND,IND.5_1,20201106
0.338463,0.018613,776.0,India,Bihar,IND,IND,IND.5_1,20201107
0.336887,0.01879,761.0,India,Bihar,IND,IND,IND.5_1,20201108
0.340035,0.019556,712.0,India,Bihar,IND,IND,IND.5_1,20201109
0.344821,0.020367,670.0,India,Bihar,IND,IND,IND.5_1,20201110
0.344058,0.020618,647.0,India,Bihar,IND,IND,IND.5_1,20201111
0.34517,0.02138,606.0,India,Bihar,IND,IND,IND.5_1,20201112
0.33017,0.021913,555.0,India,Bihar,IND,IND,IND.5_1,20201113
0.34124,0.022799,525.0,India,Bihar,IND,IND,IND.5_1,20201114
0.338662,0.022704,528.0,India,Bihar,IND,IND,IND.5_1,20201115
0.329986,0.022028,549.0,India,Bihar,IND,IND,IND.5_1,20201116
0.329107,0.020716,621.0,India,Bihar,IND,IND,IND.5_1,20201117
0.31377,0.01929,713.0,India,Bihar,IND,IND,IND.5_1,20201118
0.309313,0.018034,823.0,India,Bihar,IND,IND,IND.5_1,20201119
0.316544,0.017007,944.0,India,Bihar,IND,IND,IND.5_1,20201120
0.312626,0.01596,1090.0,India,Bihar,IND,IND,IND.5_1,20201121
0.310344,0.01524,1210.0,India,Bihar,IND,IND,IND.5_1,20201122
0.283753,0.033537,244.0,India,Bihar,IND,IND,IND.5_1,20201123
0.257052,0.021889,505.0,India,Bihar,IND,IND,IND.5_1,20201124
0.257935,0.018137,745.0,India,Bihar,IND,IND,IND.5_1,20201125
0.26694,0.016011,986.0,India,Bihar,IND,IND,IND.5_1,20201126
0.275507,0.014611,1221.0,India,Bihar,IND,IND,IND.5_1,20201127
0.283069,0.013301,1516.0,India,Bihar,IND,IND,IND.5_1,20201128
0.278313,0.012138,1793.0,India,Bihar,IND,IND,IND.5_1,20201129
0.279571,0.012121,1786.0,India,Bihar,IND,IND,IND.5_1,20201130
0.286409,0.012444,1746.0,India,Bihar,IND,IND,IND.5_1,20201201
0.290191,0.012484,1733.0,India,Bihar,IND,IND,IND.5_1,20201202
0.286012,0.012407,1722.0,India,Bihar,IND,IND,IND.5_1,20201203
0.277898,0.012237,1710.0,India,Bihar,IND,IND,IND.5_1,20201204
0.277574,0.012272,1681.0,India,Bihar,IND,IND,IND.5_1,20201205
0.273936,0.0123,1648.0,India,Bihar,IND,IND,IND.5_1,20201206
0.269029,0.012283,1630.0,India,Bihar,IND,IND,IND.5_1,20201207
0.27544,0.012433,1605.0,India,Bihar,IND,IND,IND.5_1,20201208
0.279701,0.012535,1604.0,India,Bihar,IND,IND,IND.5_1,20201209
0.281598,0.012758,1552.0,India,Bihar,IND,IND,IND.5_1,20201210
0.299953,0.013255,1488.0,India,Bihar,IND,IND,IND.5_1,20201211
0.294197,0.013358,1431.0,India,Bihar,IND,IND,IND.5_1,20201212
0.310451,0.013968,1362.0,India,Bihar,IND,IND,IND.5_1,20201213
0.325523,0.014153,1366.0,India,Bihar,IND,IND,IND.5_1,20201214
0.329209,0.013845,1437.0,India,Bihar,IND,IND,IND.5_1,20201215
0.332679,0.013878,1447.0,India,Bihar,IND,IND,IND.5_1,20201216
0.328058,0.01365,1489.0,India,Bihar,IND,IND,IND.5_1,20201217
0.307558,0.013233,1534.0,India,Bihar,IND,IND,IND.5_1,20201218
0.303186,0.013192,1526.0,India,Bihar,IND,IND,IND.5_1,20201219
0.304631,0.012998,1574.0,India,Bihar,IND,IND,IND.5_1,20201220
0.29249,0.01296,1553.0,India,Bihar,IND,IND,IND.5_1,20201221
0.277958,0.013184,1460.0,India,Bihar,IND,IND,IND.5_1,20201222
0.276022,0.013187,1452.0,India,Bihar,IND,IND,IND.5_1,20201223
0.282982,0.013525,1405.0,India,Bihar,IND,IND,IND.5_1,20201224
0.300659,0.014094,1344.0,India,Bihar,IND,IND,IND.5_1,20201225
0.305726,0.014391,1305.0,India,Bihar,IND,IND,IND.5_1,20201226
0.296616,0.01455,1250.0,India,Bihar,IND,IND,IND.5_1,20201227
0.305527,0.014955,1200.0,India,Bihar,IND,IND,IND.5_1,20201228
0.309623,0.014896,1206.0,India,Bihar,IND,IND,IND.5_1,20201229
0.301271,0.01533,1106.0,India,Bihar,IND,IND,IND.5_1,20201230
0.2934,0.015238,1092.0,India,Bihar,IND,IND,IND.5_1,20201231
0.282906,0.015204,1070.0,India,Bihar,IND,IND,IND.5_1,20210101
0.278276,0.015054,1074.0,India,Bihar,IND,IND,IND.5_1,20210102
0.273625,0.015014,1064.0,India,Bihar,IND,IND,IND.5_1,20210103
0.271137,0.014693,1092.0,India,Bihar,IND,IND,IND.5_1,20210104
0.25605,0.014543,1067.0,India,Bihar,IND,IND,IND.5_1,20210105
0.261907,0.014347,1122.0,India,Bihar,IND,IND,IND.5_1,20210106
0.26813,0.014576,1101.0,India,Bihar,IND,IND,IND.5_1,20210107
0.260921,0.014458,1090.0,India,Bihar,IND,IND,IND.5_1,20210108
0.26451,0.01468,1066.0,India,Bihar,IND,IND,IND.5_1,20210109
0.265343,0.014885,1034.0,India,Bihar,IND,IND,IND.5_1,20210110
0.262705,0.015316,973.0,India,Bihar,IND,IND,IND.5_1,20210111
0.269234,0.015828,932.0,India,Bihar,IND,IND,IND.5_1,20210112
0.264941,0.016097,885.0,India,Bihar,IND,IND,IND.5_1,20210113
0.256053,0.015927,873.0,India,Bihar,IND,IND,IND.5_1,20210114
0.264898,0.016198,869.0,India,Bihar,IND,IND,IND.5_1,20210115
0.272059,0.016411,857.0,India,Bihar,IND,IND,IND.5_1,20210116
0.275138,0.016652,849.0,India,Bihar,IND,IND,IND.5_1,20210117
0.293164,0.017029,836.0,India,Bihar,IND,IND,IND.5_1,20210118
0.3042,0.017311,827.0,India,Bihar,IND,IND,IND.5_1,20210119
0.311253,0.017582,807.0,India,Bihar,IND,IND,IND.5_1,20210120
0.31844,0.017636,826.0,India,Bihar,IND,IND,IND.5_1,20210121
0.3108,0.017473,872.0,India,Bihar,IND,IND,IND.5_1,20210122
0.306571,0.01811,883.0,India,Bihar,IND,IND,IND.5_1,20210123
0.3076,0.018277,902.0,India,Bihar,IND,IND,IND.5_1,20210124
0.285184,0.018507,922.0,India,Bihar,IND,IND,IND.5_1,20210125
0.290746,0.019408,946.0,India,Bihar,IND,IND,IND.5_1,20210126
0.276512,0.019463,986.0,India,Bihar,IND,IND,IND.5_1,20210127
0.268394,0.020544,972.0,India,Bihar,IND,IND,IND.5_1,20210128
0.281405,0.021671,949.0,India,Bihar,IND,IND,IND.5_1,20210129
0.282566,0.021755,948.0,India,Bihar,IND,IND,IND.5_1,20210130
0.28527,0.021585,960.0,India,Bihar,IND,IND,IND.5_1,20210131
0.282721,0.022236,903.0,India,Bihar,IND,IND,IND.5_1,20210201
0.287883,0.022393,859.0,India,Bihar,IND,IND,IND.5_1,20210202
0.297873,0.022735,860.0,India,Bihar,IND,IND,IND.5_1,20210203
0.301991,0.022434,895.0,India,Bihar,IND,IND,IND.5_1,20210204
0.306484,0.02239,920.0,India,Bihar,IND,IND,IND.5_1,20210205
0.331521,0.022818,917.0,India,Bihar,IND,IND,IND.5_1,20210206
0.350745,0.023971,892.0,India,Bihar,IND,IND,IND.5_1,20210207
0.341329,0.022849,928.0,India,Bihar,IND,IND,IND.5_1,20210208
0.3188,0.02156,962.0,India,Bihar,IND,IND,IND.5_1,20210209
0.308469,0.021366,949.0,India,Bihar,IND,IND,IND.5_1,20210210
0.315804,0.021582,895.0,India,Bihar,IND,IND,IND.5_1,20210211
0.313843,0.021074,913.0,India,Bihar,IND,IND,IND.5_1,20210212
0.291136,0.020421,922.0,India,Bihar,IND,IND,IND.5_1,20210213
0.263186,0.019335,926.0,India,Bihar,IND,IND,IND.5_1,20210214
0.273935,0.019426,945.0,India,Bihar,IND,IND,IND.5_1,20210215
0.293077,0.020532,945.0,India,Bihar,IND,IND,IND.5_1,20210216
0.304145,0.020898,943.0,India,Bihar,IND,IND,IND.5_1,20210217
0.298876,0.021273,929.0,India,Bihar,IND,IND,IND.5_1,20210218
0.291892,0.021628,880.0,India,Bihar,IND,IND,IND.5_1,20210219
0.282353,0.021637,853.0,India,Bihar,IND,IND,IND.5_1,20210220
0.316953,0.023054,845.0,India,Bihar,IND,IND,IND.5_1,20210221
0.327348,0.023235,857.0,India,Bihar,IND,IND,IND.5_1,20210222
0.313592,0.022394,882.0,India,Bihar,IND,IND,IND.5_1,20210223
0.30496,0.021966,885.0,India,Bihar,IND,IND,IND.5_1,20210224
0.330224,0.02205,934.0,India,Bihar,IND,IND,IND.5_1,20210225
0.326829,0.021987,941.0,India,Bihar,IND,IND,IND.5_1,20210226
0.319477,0.021447,951.0,India,Bihar,IND,IND,IND.5_1,20210227
0.291219,0.02045,960.0,India,Bihar,IND,IND,IND.5_1,20210228
0.282251,0.020464,946.0,India,Bihar,IND,IND,IND.5_1,20210301
0.287509,0.020659,916.0,India,Bihar,IND,IND,IND.5_1,20210302
0.283001,0.020334,925.0,India,Bihar,IND,IND,IND.5_1,20210303
0.263884,0.020256,898.0,India,Bihar,IND,IND,IND.5_1,20210304
0.264085,0.019943,905.0,India,Bihar,IND,IND,IND.5_1,20210305
0.285378,0.021132,917.0,India,Bihar,IND,IND,IND.5_1,20210306
0.296248,0.021363,926.0,India,Bihar,IND,IND,IND.5_1,20210307
0.299605,0.021679,927.0,India,Bihar,IND,IND,IND.5_1,20210308
0.307878,0.021367,962.0,India,Bihar,IND,IND,IND.5_1,20210309
0.313418,0.021688,947.0,India,Bihar,IND,IND,IND.5_1,20210310
0.301464,0.02134,937.0,India,Bihar,IND,IND,IND.5_1,20210311
0.310627,0.021758,920.0,India,Bihar,IND,IND,IND.5_1,20210312
0.306477,0.021285,918.0,India,Bihar,IND,IND,IND.5_1,20210313
0.305437,0.021478,920.0,India,Bihar,IND,IND,IND.5_1,20210314
0.287478,0.020807,923.0,India,Bihar,IND,IND,IND.5_1,20210315
0.270069,0.020545,950.0,India,Bihar,IND,IND,IND.5_1,20210316
0.274941,0.02094,975.0,India,Bihar,IND,IND,IND.5_1,20210317
0.261466,0.019841,1017.0,India,Bihar,IND,IND,IND.5_1,20210318
0.257959,0.019715,1048.0,India,Bihar,IND,IND,IND.5_1,20210319
0.249797,0.019793,1069.0,India,Bihar,IND,IND,IND.5_1,20210320
0.256413,0.019862,1089.0,India,Bihar,IND,IND,IND.5_1,20210321
0.260935,0.019898,1136.0,India,Bihar,IND,IND,IND.5_1,20210322
0.258696,0.019822,1115.0,India,Bihar,IND,IND,IND.5_1,20210323
0.261702,0.019773,1108.0,India,Bihar,IND,IND,IND.5_1,20210324
0.281304,0.020886,1074.0,India,Bihar,IND,IND,IND.5_1,20210325
0.275666,0.021308,1047.0,India,Bihar,IND,IND,IND.5_1,20210326
0.28138,0.021107,1017.0,India,Bihar,IND,IND,IND.5_1,20210327
0.271642,0.02092,981.0,India,Bihar,IND,IND,IND.5_1,20210328
0.295863,0.0216,916.0,India,Bihar,IND,IND,IND.5_1,20210329
0.296278,0.021913,906.0,India,Bihar,IND,IND,IND.5_1,20210330
0.298916,0.021866,909.0,India,Bihar,IND,IND,IND.5_1,20210331
0.299382,0.021491,927.0,India,Bihar,IND,IND,IND.5_1,20210401
0.309712,0.021004,970.0,India,Bihar,IND,IND,IND.5_1,20210402
0.299619,0.020558,1000.0,India,Bihar,IND,IND,IND.5_1,20210403
0.303407,0.020372,1094.0,India,Bihar,IND,IND,IND.5_1,20210404
0.2951,0.019665,1162.0,India,Bihar,IND,IND,IND.5_1,20210405
0.288695,0.018799,1177.0,India,Bihar,IND,IND,IND.5_1,20210406
0.284281,0.018608,1205.0,India,Bihar,IND,IND,IND.5_1,20210407
0.271587,0.018174,1248.0,India,Bihar,IND,IND,IND.5_1,20210408
0.252663,0.017289,1271.0,India,Bihar,IND,IND,IND.5_1,20210409
0.26311,0.01706,1315.0,India,Bihar,IND,IND,IND.5_1,20210410
0.251575,0.01647,1278.0,India,Bihar,IND,IND,IND.5_1,20210411
0.242517,0.016584,1322.0,India,Bihar,IND,IND,IND.5_1,20210412
0.240268,0.016281,1413.0,India,Bihar,IND,IND,IND.5_1,20210413
0.229634,0.015894,1435.0,India,Bihar,IND,IND,IND.5_1,20210414
0.222684,0.015644,1494.0,India,Bihar,IND,IND,IND.5_1,20210415
0.21717,0.014742,1601.0,India,Bihar,IND,IND,IND.5_1,20210416
0.209302,0.014615,1702.0,India,Bihar,IND,IND,IND.5_1,20210417
0.202684,0.013994,1842.0,India,Bihar,IND,IND,IND.5_1,20210418
0.186603,0.012841,1964.0,India,Bihar,IND,IND,IND.5_1,20210419
0.184859,0.012838,2045.0,India,Bihar,IND,IND,IND.5_1,20210420
0.1836,0.012291,2150.0,India,Bihar,IND,IND,IND.5_1,20210421
0.1808,0.0114,2260.0,India,Bihar,IND,IND,IND.5_1,20210422
0.176912,0.011219,2322.0,India,Bihar,IND,IND,IND.5_1,20210423
0.17172,0.011037,2333.0,India,Bihar,IND,IND,IND.5_1,20210424
0.181034,0.011474,2382.0,India,Bihar,IND,IND,IND.5_1,20210425
0.177514,0.011233,2387.0,India,Bihar,IND,IND,IND.5_1,20210426
0.16746,0.010595,2396.0,India,Bihar,IND,IND,IND.5_1,20210427
0.164868,0.010488,2433.0,India,Bihar,IND,IND,IND.5_1,20210428
0.169349,0.011295,2425.0,India,Bihar,IND,IND,IND.5_1,20210429
0.168669,0.011257,2425.0,India,Bihar,IND,IND,IND.5_1,20210430
0.167834,0.01132,2462.0,India,Bihar,IND,IND,IND.5_1,20210501
0.153982,0.010684,2403.0,India,Bihar,IND,IND,IND.5_1,20210502
0.152853,0.010861,2344.0,India,Bihar,IND,IND,IND.5_1,20210503
0.159906,0.011757,2326.0,India,Bihar,IND,IND,IND.5_1,20210504
0.159872,0.011893,2333.0,India,Bihar,IND,IND,IND.5_1,20210505
0.152954,0.011461,2333.0,India,Bihar,IND,IND,IND.5_1,20210506
0.151314,0.011917,2309.0,India,Bihar,IND,IND,IND.5_1,20210507
0.155226,0.011893,2281.0,India,Bihar,IND,IND,IND.5_1,20210508
0.156641,0.011868,2285.0,India,Bihar,IND,IND,IND.5_1,20210509
0.16011,0.01181,2290.0,India,Bihar,IND,IND,IND.5_1,20210510
0.152764,0.011018,2281.0,India,Bihar,IND,IND,IND.5_1,20210511
0.150644,0.010958,2267.0,India,Bihar,IND,IND,IND.5_1,20210512
0.15876,0.011179,2229.0,India,Bihar,IND,IND,IND.5_1,20210513
0.156275,0.010594,2189.0,India,Bihar,IND,IND,IND.5_1,20210514
0.153858,0.010411,2191.0,India,Bihar,IND,IND,IND.5_1,20210515
0.159041,0.010687,2153.0,India,Bihar,IND,IND,IND.5_1,20210516
0.162616,0.01117,2113.0,India,Bihar,IND,IND,IND.5_1,20210517
0.163524,0.011557,2045.0,India,Bihar,IND,IND,IND.5_1,20210518
0.162822,0.011737,1889.0,India,Bihar,IND,IND,IND.5_1,20210519
0.152905,0.012112,1613.0,India,Bihar,IND,IND,IND.5_1,20210520
0.158945,0.014096,1347.0,India,Bihar,IND,IND,IND.5_1,20210521
0.149371,0.015369,1037.0,India,Bihar,IND,IND,IND.5_1,20210522
0.144185,0.017953,772.0,India,Bihar,IND,IND,IND.5_1,20210523
0.126098,0.018291,538.0,India,Bihar,IND,IND,IND.5_1,20210524
0.127166,0.021313,298.0,India,Bihar,IND,IND,IND.5_1,20210525
0.117185,0.030553,118.0,India,Bihar,IND,IND,IND.5_1,20210526
0.125232,0.034374,101.0,India,Bihar,IND,IND,IND.5_1,20210527
0.246261,0.036094,346.0,India,Chandigarh,IND,IND,IND.6_1,20200715
0.269381,0.037055,362.0,India,Chandigarh,IND,IND,IND.6_1,20200716
0.23751,0.034917,370.0,India,Chandigarh,IND,IND,IND.6_1,20200717
0.228141,0.03505,357.0,India,Chandigarh,IND,IND,IND.6_1,20200718
0.26213,0.037574,359.0,India,Chandigarh,IND,IND,IND.6_1,20200719
0.263496,0.038314,375.0,India,Chandigarh,IND,IND,IND.6_1,20200720
0.289186,0.040761,359.0,India,Chandigarh,IND,IND,IND.6_1,20200721
0.308417,0.043386,354.0,India,Chandigarh,IND,IND,IND.6_1,20200722
0.279718,0.041216,342.0,India,Chandigarh,IND,IND,IND.6_1,20200723
0.294115,0.041226,333.0,India,Chandigarh,IND,IND,IND.6_1,20200724
0.299962,0.041429,346.0,India,Chandigarh,IND,IND,IND.6_1,20200725
0.256085,0.038744,325.0,India,Chandigarh,IND,IND,IND.6_1,20200726
