series,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01
A1,0.0,0.0,0.0,1.7302218759394424e-05,8.275496199779857e-05,0.0002293366043612215,0.0004928094569630933,0.0009146752866008031,0.0015453926274239848,0.0024477294050125288,0.003700500236542246,0.005402970692666403,0.007680202675882735,0.010689627502270064,0.014629171867139613,0.019747323681838968,0.026355608397955418,0.034844053147311586,0.04570034925564055,0.059533588640698874,0.07710365314737291,0.09935758664388959,0.12747458839608652,0.16292164599233372,0.20752229301468234,0.2635415504420836,0.3337908154901246,0.42175732657884774,0.5317638940865143,0.6691658868589089,0.8405940566183165,1.0542537298344439,1.3202932754430252,1.6512576580466067,2.0626464179215436,2.573599708304124,3.2077412146056647,3.99421304806691,4.968945236290136,6.176211428554669,7.67053310333011,9.519007103789672,11.804145883457192,14.627336469196896,18.113042712326845,22.4138954625265,27.71683592781183,34.2504969682989,42.29402253924391,52.187532379467214,64.3444303662724,79.26572049865153,97.55641977622429,119.94402275661307,147.29875321652858,180.65500424045308,221.23288759015696,270.45815994210545,329.97795907868135,401.6687970688955,487.6322147530942,590.1725916311111,711.7511298544076,854.9103933867352,1022.165417646398,1215.8606335110271,1437.9966825676945,1690.037145209206,1972.711197708762,2285.8327933555342,2628.158671533814,2997.3054240498154,3389.740022257078,3800.8496718743186,4225.087339585132,4656.180642806397,5087.385469995392,5511.762456898042,5922.454302121714,6312.9443226250805,6677.280789202098,7010.256554666482,7307.538522180841,7565.74603112526,7782.480918278306,7956.31469500283,8086.739969893486,8174.094045416485,8219.462687191617,8224.57158727962,8191.672195382893,8123.427531441349,8022.802448736174,7892.961686658291,7737.1780057255455,7558.751777380293,7360.942629520901,7146.9131312961035,6919.68403145375,6682.100229905228,6436.806444246686,6186.231412094487,5932.579426631773,5677.828018404989,5423.730654864265,5171.823416511589,4923.434713383229,4679.697218898102,4441.561312956084,4209.809437547477,3985.070872587049,3767.8365350384083,3558.4734894733806,3357.2389326022267,3164.2934781521717,2979.7136222850268,2803.503314297073,2635.604593543943,2475.907282348748,2324.257747054818,2180.4667563094545
IH1,0.0,0.0,0.0,0.0,7.523916725468892e-07,3.961185626401571e-06,1.1854486228933783e-05,2.6975822237139742e-05,5.220008622193333e-05,9.087802487048124e-05,0.00014704835002234636,0.00022569434736362546,0.0003330442466285459,0.00047692610428502215,0.0006671941482937904,0.0009162478941652082,0.0012396696371331634,0.001657011039941523,0.0021927659638424886,0.002877574800001032,0.0037497157183304527,0.004856950892952553,0.006258811419726397,0.00802942397114123,0.010261006053054255,0.013068186041031198,0.01659334021466169,0.02101318328563841,0.026546903272757737,0.033466198259762686,0.04210765430895138,0.052888003901693535,0.06632292673045184,0.08305020427922036,0.10385822214744198,0.12972103632593696,0.16184148966762096,0.2017041919803768,0.2511405722479909,0.3124086865138598,0.38829103305369983,0.4822143012055753,0.5983957745802047,0.742022033764479,0.9194666627871272,1.13855485157127,1.4088840789764245,1.742211403454807,2.152919179461052,2.658572085027333,3.2805789121847946,4.044972210976319,4.983316958633539,6.133755047850764,7.542184318980636,9.263557493110028,11.363265735723413,13.91854153146707,17.019774097692398,20.771576648824322,25.29337952890583,30.719251509631498,37.19658424998746,44.88323042799588,53.94269040384832,64.53702588506954,76.81736881357759,90.91220028041329,106.91397808317201,124.86513361056481,144.74484469591607,166.45821234941764,189.82943735678748,214.60027340074515,240.4344647565485,266.92816162745083,293.6255821443272,320.038589045928,345.6684647441384,370.0280395904326,392.6624401323196,413.1670236053402,431.2014791953328,446.4995318181428,458.87411791088704,468.21827074332157,474.502230221775,477.76747144801664,478.1184328730072,475.71273269891833,470.75060946878057,463.4642287288149,454.10738005393915,442.9459626053599,430.24953433889345,416.2840881276195,401.30612236586995,385.5579964071082,369.2645027416871,352.63054698253353,335.8398014227158,319.05418560562043,302.41402531135833,286.038747015279,270.0279758722145,254.46291961799253,239.40793682379928,224.91220442134505,211.01141540629303,197.72945248576787,185.07999676787452,173.06804219505344,161.69129624326675,150.94145549527371,140.805351169179,131.26596470644725,122.30331728134493,113.8952397762479,106.01803155843183,98.64701746453488,91.7570129019233
IN1,0.0,0.0,0.0,0.0,1.1955303859713414e-06,6.737619821150756e-06,2.1609503503921285e-05,5.259314863682283e-05,0.00010846649316655321,0.0002004124903259524,0.00034261881924345426,0.000553070473750069,0.0008545589672456406,0.0012759494421271248,0.001853762896794603,0.0026341473332232384,0.0036753305814624087,0.00505067021315983,0.00685244355665699,0.009196554699457838,0.012228377048017075,0.0161300013556352,0.021129222373083838,0.02751067517102185,0.035629628094486956,0.04592905736273739,0.058960773575404045,0.07541154901359533,0.09613541419656416,0.12219356191060239,0.15490362813708963,0.19590052569333039,0.24721150463456953,0.31134872374898304,0.3914233642045805,0.4912862289154114,0.6157008845796346,0.7705567593043192,0.9631312563879644,1.2024119413704266,1.4994922704436897,1.8680572273091853,2.324978702585107,2.8910445678912797,3.591850245133047,4.4588872146496445,5.530869374599952,6.8553454262583635,8.49065337654075,10.508281507761358,12.995708185502682,16.059799680074214,19.830849213459913,24.467339366307343,30.161500393364342,37.1457141998841,45.699771539430174,56.158920775526596,68.92254173412456,84.46312954575004,103.33507557147429,126.18248702582741,153.74500760051274,186.8603205312987,226.46178833290145,273.56958723975396,329.27381859484143,394.70850301651495,471.0161226087887,559.303433415584,660.590494796968,775.7560460662166,905.4832635110849,1050.2103479395716,1210.0902156721647,1384.9628131759005,1574.3423829330443,1777.4205847920557,1993.0849488843946,2219.9508962097657,2456.4046409256707,2700.6537420531977,2950.781895938339,3204.8047026011172,3460.7235213198305,3716.575067488745,3970.475012993054,4220.6544682464355,4465.488794714931,4703.518688632359,4933.463871757976,5154.23001826031,5364.909742443254,5564.7785806927795,5753.286936910065,5930.0489393645385,6094.829093640143,6247.527525103094,6388.164497053098,6516.864777144557,6633.842312229411,6739.385565830242,6833.843776521491,6917.614311581879,6991.131219191758,7054.8550241022995,7109.263765391051,7154.845239531024,7192.090386206607,7221.487736692764,7243.518833772438,7258.654526781216,7267.352044243259,7270.052748649668,7267.1804823354805,7259.140419390543,7246.318345489868,7229.080294974871,7207.772482092926,7182.721470738346,7154.234534140948
D1,0.0,0.0,0.0,0.0,0.0,1.2262336232500637e-08,7.682098540768488e-08,2.700231450098374e-07,7.096699599463229e-07,1.5604170268989805e-06,3.0415297741136937e-06,5.43809578647354e-06,9.116419290213669e-06,1.4544311013994791e-05,2.2317161860420314e-05,3.3190965063266746e-05,4.812379879937412e-05,6.832769852661567e-05,9.533334897985381e-05,0.00013107063118129156,0.00017796879741476275,0.0002390809502896275,0.00031823861123571773,0.00042024352814914464,0.0005511055513213884,0.0007183374743972437,0.0009313202824625593,0.0012017553821011395,0.0015442242426235192,0.0019768806179397145,0.002522306345600414,0.0032085688787175486,0.004070527497043372,0.005151445929778446,0.006504982347323255,0.008197643878478506,0.010311812631134306,0.012949474416990221,0.016236810935742158,0.020329852167980896,0.025421429461784738,0.03174972279237414,0.03960875966539933,0.04936130007187604,0.06145463390576019,0.0764399265200513,0.09499587672329028,0.11795760120722154,0.1463518309638358,0.18143969785979158,0.22476859954020428,0.2782348500667266,0.34415903704531386,0.4253761880712361,0.5253429600451202,0.6482640441312425,0.7992397404797913,0.9844360820062992,1.2112778219568927,1.4886628598330303,1.827194061387722,2.2394207453830353,2.740077257896973,3.346300106204027,4.077798450471772,4.956946148609608,6.008758309381498,7.260713161167013,8.742382892706196,10.484846552321404,12.519874727029759,14.878898648140204,17.591802901293462,20.68560693000602,24.18312132848244,28.101676459144635,32.45202081731547,37.2374746521904,42.453402644816734,48.08704147194073,54.11768801212844,60.51722570301986,67.25094319151914,74.27858280367245,81.5555471649001,89.03419017428931,96.66512240752294,104.39846941594324,112.18503270420467,119.97731589495162,127.73039144227873,135.4025952499319,142.9560470115277,150.3570026348561,157.57605160161228,164.58817659773462,171.372695410365,177.91310618864173,184.19685700830354,190.215059570299,195.96216508824446,201.4356182318197,206.6355026045949,211.56418881298822,216.22599385337554,220.62685839393876,224.7740466110773,228.67587158493058,232.34144787190837,235.78047174606826,239.00302871728147,242.01942726751446,244.84005726905676,247.47527123107764,249.93528633523303,252.2301051408787,254.36945284214357,256.3627290220585,258.218971955596,259.9468336493288,261.5545639587151
R1,0.0,0.0,0.0,0.0,2.0366437224997114e-06,1.2065494815154905e-05,4.058050784634114e-05,0.00010315293962007339,0.0002212415556306061,0.0004233894941141035,0.0007468729633021183,0.0012398738112497963,0.001964272811138759,0.0029991927624195185,0.004445458614917591,0.0064311869088564625,0.009118770956341823,0.01271359393996745,0.01747488252809108,0.02372921235846996,0.03188729823840123,0.04246485152577515,0.056108471461876266,0.07362776427068375,0.09603516348559193,0.12459526930761276,0.1608859486643529,0.20687395918871998,0.2650085018044862,0.338336895184984,0.4306475342583259,0.546646484684837,0.692175525163631,0.8744812394730165,1.1025469529378136,1.3875019912467446,1.7431260186784283,2.1864702139864716,2.738621915318861,3.425645287109348,4.279737737355283,5.340650478603484,6.657432044510459,8.290566033376646,10.314589148608935,12.821293028925924,15.923633640505951,19.76049525270446,24.50248213058736,30.358939566839762,37.586435653723726,46.4989642460184,57.48015450134936,70.99778786981348,87.62092144911293,108.03988579382383,133.0893499832293,163.774506921059,201.30020338930177,247.10249642405068,302.88163726002176,370.6348550441723,452.6865474839859,551.7126370047874,670.7550257750153,813.2214492518876,982.8658037398841,1183.7444388505764,1420.145137476051,1696.4875989413226,2017.1970459385097,2386.555736125545,2808.5401689436944,3286.6541001909964,3823.768681844107,4421.9809189958205,5082.50022231011,5805.5703991539485,6590.431374799192,7435.321710812248,8337.519987558093,9293.420635791163,10298.638009203578,11348.13143880089,12436.343660037051,13557.345249507325,14704.978409907691,15872.994450608638,17055.18048602761,18245.472094852634,19438.04985600894,20627.418735342446,21808.470199048268,22976.52765636648,24127.376382645438,25257.27945468846,26362.98146171945,27441.70186025544,28491.119844256413,29509.352527261635,30494.928103028175,31446.755484885914,32364.09173784977,33246.50842446264,34093.85779527826,34906.23957496151,35683.96892994693,36427.54605626529,37137.62769779526,37815.00079592788,38460.55838071089,39075.27773966882,39660.200842029015,40216.41695120847,40745.04732527409,41247.23188187452,41724.11768916054,42176.849135922486,42606.55963120527,43014.364684822256,43401.356224457704
G1,0.0,0.0,0.0,7.663688117567692e-06,3.7556826107941214e-05,0.00010679699932127532,0.0002354542911056178,0.0004480055209102573,0.0007750585314258052,0.0012553041520115852,0.0019378133441359125,0.002884824617876791,0.004175177924757592,0.005908571032474709,0.008210846423293127,0.011240561088047695,0.015197148806068487,0.020331056304163264,0.026956323799651703,0.03546619054181103,0.04635244176789927,0.06022938082338899,0.0778635162592157,0.10021030735236691,0.12845962353824164,0.16409195696428736,0.20894789900363747,0.26531397092676257,0.33602861019185065,0.42461298640685036,0.5354323906782555,0.673895252084065,0.8466984376467768,1.062129450244672,1.3304385274673172,1.6642965526241338,2.0793582218077806,2.5949541899854696,3.234941083961408,4.028744476647104,5.012637334154671,6.23130524837163,7.739760116347224,9.605675951731927,11.912234262831413,14.761581813549276,18.27902026141359,22.61806441354301,27.966522324824744,34.55376394892905,42.6593520078112,52.62320382741135,64.85742835136678,79.85992763126674,98.22975257427586,120.68404095087254,148.0761216367189,181.41402344697642,221.87816697151686,270.83644723510594,329.8542679108791,400.69644504596334,485.3174006259277,585.8359149576264,704.4911377526216,843.5777800747985,1005.3605105798199,1191.9704251316703,1405.2896365450856,1646.8328944008222,1917.6369755350045,2218.1688297749906,2548.2619397909525,2907.087323746337,3293.161697370112,3704.3912889143567,4138.146357619019,4591.359058881199,5060.636095937268,5542.377520633927,6032.893857508159,6528.515121887377,7025.686985982154,7521.051069117176,8011.507910297247,8494.262513436262,8966.853387246656,9427.166727432545,9873.437833260756,10304.242056207508,10718.477595158705,11115.342330906324,11494.30667847923,11855.084168362184,12197.601178192213,12521.966948531262,12828.444746118355,13117.424795860257,13389.399394121057,13644.940442329442,13884.679500628536,14109.290353617935,14319.474000552866,14515.945926593144,14699.425475701088,14870.62712564907,15030.253457762135,15178.989615392647,15317.499053088151,15446.420390826725,15566.365202846808,15677.916587166472,15781.628378876036,15878.024886978788,15967.601050451236,16050.822923977646,16128.128417300766,16199.928224240784,16266.606888161567,16328.523960052229,16386.015213522827
H1,0.0,29295.7683372579,56455.03814077721,81630.48236416087,104963.86865116697,126586.83828656023,146621.62950761683,165181.74915052138,182372.59632202116,198292.0415231047,213030.9644067033,226673.75312412772,239298.7680039021,250978.77211068108,261781.33104995813,271769.1842152946,281000.58951788937,289529.6434926076,297406.5785392926,304678.03893255594,311387.33711658133,317574.69169315754,323277.44841056527,328530.28536754346,333365.40355982946,337812.7038162315,341899.9510964103,345652.9270531043,349095.57169705327,352250.1149429986,355137.19875954,357775.9905940026,360184.28869552765,362378.619915085,364374.33051977004,366185.67052036535,367825.87197550444,369307.2217026808,370641.1287956136,371838.1873189437,372908.23452473705,373860.40491066664,374703.1804168947,375444.4370374639,376091.4881023026,376651.12446765864,377129.65183578746,377532.92540894763,377866.3820681113,378135.070253195,378343.67770898785,378496.55724922754,378597.7506803852,378651.01101660816,378659.82310788083,378627.4227947453,378556.8146948276,378450.7887188973,378311.9354072086,378142.66017038823,377945.1965131166,377721.6183132606,377473.85122392484,377203.68326107063,376912.7746348763,376602.6668788571,376274.79132690537,375930.4769848268,375570.9578396247,375197.37964669225,374810.8062322044,374412.22534533957,374002.55409248476,373582.6439832834,373153.2856162502,372715.21302970033,372269.10774189635,371815.6025026141,371355.28477673855,370888.699979032,370416.3544778463,369938.7183842851,369456.2281421388,368969.288932825,368478.2769085466,367983.54126593895,367485.40617159836,366984.1725500737,366480.1197441433,365973.5070565007,365464.57518132,364953.54753356613,364440.63148335397,363926.0195021394,363409.8902270388,362892.4094491257,362373.7310311346,361853.9977596146,361333.34213621425,360811.8871124462,360289.7467719683,359767.0269641304,359243.8258922671,358720.23465997,358196.3377783398,357672.21363700635,357147.9349415039,356623.56911940523,356099.17869744584,355574.82165171084,355050.5517328079,354526.4187678137,354002.4689406524,353478.7450524468,352955.2867632731,352432.1308166471,351909.3112479754,351386.8595781172,350864.8049931199,350343.1745111166,330844.8495218874
S2,0.0,0.0,412.2538534728125,1201.7886621002626,2336.196292010557,3785.449380177114,5521.730488861048,7519.273470825423,9754.216173085315,12204.463668756038,14849.561264257693,17670.57658274131,20649.990074344387,23771.593350017894,27020.3947784376,30382.53182514479,33845.18964975951,37396.52551105707,41025.598561060855,44722.304638225614,48477.31569639068,52282.0235305751,56128.487482948425,60009.38583249832,63917.97059005985,67848.02543647094,71793.82655563932,75750.10612617331,79712.01824482052,83675.10706209882,87635.2769149502,91588.76424268448,95532.11107049737,99462.13983893453,103375.92934719588,107270.79156236057,111144.24902453613,114994.01254850521,118817.95888440122,122614.10795188123,126380.59920266908,130115.66659369088,133817.6115659695,137484.77332209834,141115.49557754977,144708.0888300675,148260.78705157133,151771.69756751365,155238.74276548668,158659.5921941662,162031.5836156338,165351.6317179594,168616.12356378528,171820.80055509676,174960.6278716399,178029.65414453283,181020.86670199045,183926.0511544919,186735.66831182112,189438.76612534083,192022.94882349417,194474.42848952435,196778.18443635086,198918.25115926238,200878.1451499758,202641.42444549315,204192.3544015966,205516.6327816979,206602.11194643725,207439.4502611381,208022.63093649969,208349.30311726502,208420.922954513,208242.69622385682,207823.3440695331,207174.72691314874,206311.36790199432,205249.91753509888,204008.5971077008,202606.65221906433,201063.84030410537,199399.96900857074,197634.4958312396,195786.19408467071,193872.88595018073,191911.2401744508,189916.62966445877,187903.04274873412,185883.04104530127,183867.7565747659,181866.92085677633,179888.91911974098,177940.8633428662,176028.67855772015,174157.197600345,172330.26027544565,170550.81363526915,168821.0107625614,167142.306063942,165515.54561925973,163941.05159191482,162418.70008699413,160947.99215353956,159528.11787136283,158158.0136494822,156836.41300069843,155561.89115305655,154332.90392141626,153147.82129782278,152004.95623373456,150902.58908550098,149838.98818103163,148812.42694385498,147821.1979835354,146863.62453092044,145938.06956463784,145042.94294293906,144176.7068233343,143337.87962214273,142525.03873752922,228489.23713375966
E2,0.0,0.0,0.0,4.580921223310724e-06,2.1308660846471993e-05,6.0206678720994445e-05,0.00013497899549502263,0.0002646030705868456,0.0004752532611836881,0.0008027344255033575,0.001295630673041242,0.002019396766031081,0.0030616658506453652,0.004539116503602841,0.006606334031518014,0.009467218330840993,0.01338963884416825,0.018724223837979663,0.025928406133687847,0.03559714278061228,0.04850209721631518,0.0656415382010911,0.08830379385249047,0.11814783078413982,0.15730544408529545,0.20851068878846646,0.2752636133823665,0.36203713974310664,0.4745381564273852,0.6200366577651476,0.8077801970211367,1.0495151832103007,1.3601418257878772,1.7585360451658334,2.2685796886761467,2.920450237403372,3.7522332249697987,4.811935228133423,6.159992982238356,7.8723953892518885,10.04456036239506,12.796137926699773,16.276944878249477,20.67427427544451,26.22186402971539,33.21085060261022,42.003072117177624,53.047112982196566,66.89748810600051,84.23733166706418,105.90485786438018,132.9236634571801,166.53659656554984,208.24236344454664,259.8332168948618,323.4309017544849,401.5164856854981,496.9478041243244,612.9561479624804,753.1118680115242,921.2473655991344,1121.326350732514,1357.2512895139967,1632.6074791638162,1950.3523690779075,2312.4715640335116,2719.63586551593,3170.903015725238,3663.5097461061428,4192.792107427968,4752.255545316528,5333.794452170842,5928.03936051836,6524.79359919818,7113.513102712373,7683.783448312026,8225.755241552462,8730.509808213219,9190.3389812483,9598.933531905566,9951.48333808379,10244.698346974332,10476.762930851846,10647.237779636063,10756.923528095143,10807.699357357873,10802.348238735676,10744.378609650845,10637.850308230632,10487.210695399788,10297.145156390821,10072.444651583366,9817.891703766994,9538.16516862112,9237.763326504824,8920.944236455556,8591.681882155774,8253.636386596416,7910.136448937701,7564.172136505223,7218.3962220485555,6875.132369288285,6536.388619542828,6203.874803286953,5879.022680431546,5563.0077924129955,5256.772180893417,4961.047287246364,4676.376491093709,4403.136873468413,4141.559900312257,3891.750815397304,3653.7066093681633,3427.3324947810966,3212.456867305761,3008.8447722704345,2816.2099250712217,2634.2253551516087,2462.5327576943846,2300.7506461163644,2148.481403029951
I2,0.0,0.0,0.0,0.0,3.1032466176812215e-07,1.674957150516464e-06,5.327796052001805e-06,1.3117462536363058e-05,2.7708290688299654e-05,5.286053160720543e-05,9.380419570113086e-05,0.00015773117873152306,0.00025443946465291344,0.0003971731486899768,0.0006037141404081374,0.0008977966722451303,0.0013109350755249305,0.0018847797490330856,0.002674147137242891,0.0037509084885571815,0.005208971224542648,0.007170648478185226,0.009794789947387061,0.013287144641569739,0.0179135483321312,0.024016681716085488,0.03203733712099203,0.042541371508591684,0.05625382332047277,0.07410204486003633,0.09727016829838522,0.12726780399238455,0.1660165915029494,0.21595911928185518,0.28019583819971083,0.36265696477017906,0.46831805919671216,0.60347003859782,0.7760569251964677,0.9960977218143107,1.2762125506586037,1.6322776890057014,2.084239486559768,2.657123435662033,3.382281926309965,4.298932410272077,5.456046636174333,6.914660877926179,8.750685868172209,11.058302108723822,13.954029178126437,17.581553247440123,22.117380340013668,27.77734704000615,34.82395618528811,43.574401127015804,54.408985468771924,67.77942353650278,84.216212842692,104.33390826453102,128.83272560341953,158.4945207223256,194.1709338633787,236.76150332898405,287.18000504235545,346.30830149124773,414.9386178178654,493.7072569165923,583.024957821312,683.010868061811,793.4379015646023,913.6967323550446,1042.7838132523157,1179.3159597866213,1321.5708075759426,1467.5494900804138,1615.055701056717,1761.7841555291052,1905.4113391585074,2043.682144907377,2174.487253644706,2295.927632184089,2406.3640575672935,2504.4509614175113,2589.1550258083503,2659.7598142358233,2715.8582919168966,2757.3354087635407,2784.3430291577997,2797.2694422780187,2796.705520597748,2783.4093526125853,2758.2708925790403,2722.2778718772715,2676.483923752424,2621.979599985633,2559.8667138281508,2491.236233536793,2417.1497770883293,2338.624620707707,2256.622029570961,2172.038645147714,2085.700616182828,1998.360135061504,1910.694034054254,1823.3041027220281,1736.7188049675472,1651.3960986837,1567.7270899927291,1486.0402854919344,1406.6062379812183,1329.6424125194212,1255.3181293799457,1183.7594679021154,1115.0540399695815,1049.2555637017374,986.3881868868116,926.4505258008087,869.4193985109848,815.2532427751676,763.8952174679056
A2,0.0,0.0,0.0,0.0,7.006163484183183e-07,3.8771411153920796e-06,1.26289071792877e-05,3.178634862630806e-05,6.851376440466179e-05,0.00013313530881042948,0.00024023595538630034,0.0004101144433009937,0.000670690945547869,0.0010600019618628525,0.0016294517993447795,0.0024480365883387005,0.00360781583315986,0.005230981268553635,0.00747896731545012,0.010564166753151808,0.014764965675616144,0.02044500129075234,0.028077784539424062,0.03827812918871784,0.05184220536136108,0.06979850752950144,0.09347261860570799,0.1245693924245609,0.16527710320633315,0.21839926778283647,0.28752129030223605,0.3772208785844471,0.4933334206748961,0.6432862926383052,0.8365195198253332,1.0850144856484476,1.4039576567120486,1.8125727878138536,2.335163039406169,3.00241417717257,3.853021858915381,4.935720306843662,6.311806781851842,8.058276562068098,10.271706833118746,13.073055082114145,16.61356795576019,21.082029194574474,26.713608313706487,33.80060178238247,42.70537993076864,53.87585684316984,67.86377382877133,85.3460107157098,107.14898731526546,134.27595674024522,167.93658361154107,209.57760300208207,260.91253858703675,323.94741607780213,400.99818939820204,494.69433763527877,607.9620426438848,743.9798973916269,906.1006861343557,1097.7348559121558,1322.1950929725956,1582.5067412318167,1881.1949204342643,2220.0648980648884,2599.9961287819333,3020.7712549715034,3480.95881440414,3977.8628548992097,4507.5452630201635,5064.918847576122,5643.902425386908,6237.624240748317,6838.657370138406,7439.270208684506,8031.676290951967,8608.270025307129,9161.837886067877,9685.737765304058,10174.042208370847,10621.643932030333,11024.324237391653,11378.786642364583,11682.659281955084,11934.470404069218,12133.601685851261,12280.22418052072,12375.22154683431,12420.104877842701,12416.922990536075,12368.17151277932,12276.703549228752,12145.644155627424,11978.310324892853,11778.13770549446,11548.614843400663,11293.225368927979,11015.398240690536,10718.465909007884,10405.630066859745,10079.934512594467,9744.244549074849,9401.232282398843,9053.367153406096,8702.911030814888,8351.917210452646,8002.232695667457,7655.503175309229,7313.180163978376,6976.529821525382,6646.6430226069915,6324.4463005587795,6010.713341493062,5706.076753340904,5411.039879829196,5125.988470695591
IH2,0.0,0.0,0.0,0.0,0.0,3.046649181417485e-08,1.832797729179484e-07,6.363932185718005e-07,1.6813343632187093e-06,3.7599425792095e-06,7.5145950847705674e-06,1.3855966462345947e-05,2.4053242620228502e-05,3.985314971440198e-05,6.363602560230082e-05,9.861950542162973e-05,0.00014912334103561156,0.00022091259545414045,0.0003216411561272925,0.00046142345182222224,0.0006535697555641021,0.0009155299089298602,0.0012701022082266993,0.0017469791719731027,0.002384720736718202,0.0032332690705972247,0.004357148853659726,0.005839534045995837,0.007787408705222725,0.010338107624937632,0.013667595292470346,0.018000932423351112,0.023625492451683147,0.03090763115786692,0.040313687604447326,0.05243641165245273,0.06802818214311863,0.08804271189554272,0.11368734474080289,0.14648855207183062,0.18837385057385955,0.2417741101171227,0.3097511244534934,0.3961564014922672,0.5058284174755702,0.6448370883598946,0.8207859490787838,1.0431844831170445,1.3239051608489727,1.6777419164309846,2.1230888190122026,2.682759236224367,3.3849663086596093,4.264484238929977,5.3640055679517715,6.735700633187079,8.442969646367278,10.562352703595081,13.185525743083279,16.421258540300776,20.397143227340994,25.260820549260366,31.180343363200272,38.343237461339086,46.95377211814376,57.227967687532754,69.38597763023503,83.6417108489556,100.18990709024362,119.1913079084516,140.75700483169055,164.93339654233506,191.689352231825,220.90709781917582,252.37801226376814,285.8040001784041,320.8044940435365,356.92854605656106,393.67098985283735,430.4913434863896,466.8340036910305,502.14832987636726,535.907395180396,567.6244432342584,596.8663868649488,623.2639806508264,646.5185657432389,666.4055061790216,682.7746037772663,695.5478933904722,704.71528624454,710.3285535810653,712.4941342358469,711.3652166719114,707.1334962349931,700.020948884823,690.2718990328135,678.145595799414,663.9094522358059,647.8330480377072,630.1829493351665,611.2183598773911,591.1875863975183,570.3252767832462,548.8503722611159,526.9647033202361,504.8521526673783,482.67830621621863,460.5905140998649,438.71828715704464,417.17395956746606,396.0535546903016,375.4377981837786,355.39322974529796,335.9733719941649,317.21992188877107,299.16393646356414,281.82699048426696,265.22228879649543,249.3557206648258,234.22684727664665
