county,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31
MI-Wayne,125471,192959,216983,191376,156169,216154,221855,223702,236580,252849,183528,158309,213964,197244,231017,227131,236935,155506,163882,182155,199728,225018,206546,234192,173171,148641,217198,189547,196840,209608,252120,190363,144244,209759,195125,198500,189213,221053,196971,154697,205819,199799,208240,201875,231248,192233,161318,172995,180492,191854,213546,218542,215852,165668,203883,167173,182531,197431,229951,199229,155376,194691,205460,204046,218330,224580,200825,163155,187577,176584,177574,178473,187375,128064,109525,120844,110596,99670,99465,89181,59375,64957,96352,54029,42754,63378,65207,53652,51937,64624,60023,62923,65840,72739,58804,47746,58698,57001,63054,58051,62172,57306,32776,48364,54231,56570,58459,56620,56442,47518,61859,61435,61317,63420,70187,65587,55210,72481,74014,68202,66469,84851,73419,59997,71331,72991,80282,78591,79216,77236,62892,72643,77935,84067,73044,82133,81381,62220,74922,81191,89872,91604,91471,85088,77857,70359,92908,94901,93167,99917,104033,90101,109427,103213,110119,109413,113505,101271,85867,112841,112204,111232,121350,113377,103302,92956,115106,110450,115308,123698,120482,119772,87414,120916,115236,126845,126329,124220,113323,96840,116489,121287,126830,119790,123991,89634,92023,115606,119343,109472,128582,126577,118170,99282,124757,120353,123319,115848,127884,110862,89491,118220,126828,134416,134672,139653,128075,108166,124024,130693,137462,139929,143334,126784,116094,128775,131300,130762,129946,131948,114431,93739,122044,123638,127448,134277,139374,128625,109060,128495,141689,138722,163763,157948,132044,102806,121476,120633,115740,122120,110690,115107,86829,111519,122701,124787,135159,134842,117142,99626,91823,113886,122564,124990,133887,125655,99521,117307,107504,121504,121279,115684,115657,90986,101396,107543,121938,123239,133778,119867,99939,111003,117290,118906,134290,143631,126912,84685,123784,114267,130782,135514,141083,129318,110528,120121,125844,130085,130680,145168,132767,105469,120340,128770,130449,137159,148705,131285,106170,120371,118303,123536,133489,145180,118174
MN-Hennepin,120332,188187,199548,187645,135597,190191,193206,203270,210521,220171,181194,149125,181284,170470,201617,204068,159861,159431,150543,175700,174830,202245,183679,219188,169666,139132,189933,170380,173054,192516,225697,189190,130245,181981,171817,175648,174965,197340,200534,128305,183685,176450,183003,176525,217146,198238,151335,163090,163314,176397,193404,202172,189212,142539,178467,150139,207703,200283,196475,181227,141146,170804,204566,181728,191984,218310,195162,152964,175526,161688,162861,166216,180763,131957,104605,117178,101989,89419,82152,77849,50018,56519,80465,62043,49877,76617,73163,44050,42340,66676,64553,59304,58127,56661,49947,40034,52163,55047,54149,51937,56990,49540,20496,43730,46631,48851,50366,55850,48865,39330,50786,57161,61158,61020,64206,55814,45305,61808,54790,60149,61885,69306,57860,44579,61385,62727,68473,69015,67839,61186,49754,61790,65525,64654,68205,72277,58117,44225,70206,71643,74015,75781,77563,61968,54407,54544,77363,79368,80940,78009,74858,68126,92278,83281,91710,92121,95225,76713,66492,92278,89397,96413,99064,92298,80431,75125,95109,89386,92054,96637,95687,86793,64598,100420,102412,105891,106284,105958,88428,74516,96157,103432,93154,84415,80738,56261,61442,86055,90639,85085,100519,104759,88078,76679,98478,95201,99511,97670,101189,87037,76067,91129,98058,103367,103306,105034,94382,79420,95576,102074,107023,110081,111668,105861,93544,102569,107225,105806,106471,111407,96756,79978,102948,105034,97703,106942,112174,105146,87541,102352,109326,106443,116766,126242,108714,83896,100138,99684,99350,98197,98176,93993,70976,92919,107473,106557,112792,110507,95440,83053,76382,99507,102256,107694,109481,108014,82085,96132,88541,100898,100226,96568,99986,78563,83835,89653,100340,101277,106641,95391,83124,91936,98355,100926,101097,106977,97317,71367,93704,88172,103235,104422,107609,104337,84799,94630,95830,99730,101573,104284,94356,76904,91721,79873,93563,92411,104268,101441,75823,88993,91618,94215,98319,101990,84411
MO-St. Louis,99149,166471,181752,163566,130268,170980,180953,187386,187100,197601,155468,129207,171590,170640,190352,191405,118351,179240,136410,157997,169036,183487,147495,187495,156146,128343,174263,159618,159497,172926,204482,173321,110776,161611,154991,119050,152668,178180,172505,122914,160635,160220,156960,161969,181045,161038,130885,139218,148035,154715,167852,176011,163103,126781,152000,122502,167974,174915,181840,173430,129324,153335,167404,157227,168387,180703,170192,125927,146154,148844,149362,148530,164859,116760,89833,107975,102537,90386,82623,68799,45333,50985,64177,50463,36145,62341,62676,51984,47188,62261,62302,61543,62487,68522,52364,39210,52355,55139,57632,58714,65080,53965,23447,48673,54260,57023,57840,59119,56465,43083,56479,63544,62772,59655,69867,52748,50856,65327,66972,60986,69261,77616,64787,48855,64614,70136,72953,74464,77879,75903,53858,69441,71304,69237,73109,77994,68402,52042,83810,84880,87765,91091,97417,82981,62166,60049,91173,88532,96016,106292,91916,75851,99141,98379,100624,102085,108893,91254,72293,100384,98213,104723,107695,105101,93945,77700,103473,103439,108096,112880,112440,104835,76135,106059,113118,116362,118482,119860,100386,80932,106560,103608,122161,121137,112632,69590,74555,117485,117124,112788,125780,132008,104601,85814,123201,123605,120632,126593,127900,102520,82977,115442,118477,126727,125728,129493,104004,84461,113012,123890,124418,127389,126483,108683,89196,118108,129465,127450,125776,130850,108583,85469,115631,124113,124297,125432,130441,108366,87635,116651,124978,125008,128107,144716,117441,89431,118070,119666,117388,123999,115589,107983,78836,102282,116786,124982,130645,138160,117826,92982,82499,130552,138747,127582,146341,115753,87008,121386,122433,130314,127082,126298,110847,84785,114632,119469,139003,137394,137055,115877,93274,124023,122665,125361,131347,135975,117697,87020,116132,112932,126958,138891,153950,128122,101055,130698,128680,126464,127116,139307,121689,88884,112847,114590,126308,137244,146236,126043,95262,123643,120022,126561,131706,144784,104369
NE-Douglas,60540,92275,103610,95574,73856,95707,104709,106443,109740,106210,100332,72399,95916,98802,108141,110396,64557,98334,76784,89631,101528,85342,98605,116291,98321,79259,103043,95298,95516,102853,121039,103030,67448,93747,98225,92493,95155,109615,104882,71866,96637,97160,97769,90512,106246,105357,82697,82688,87650,91082,105397,119949,106123,75915,92965,75458,104660,102724,109298,103180,71607,89168,107924,106445,109612,121591,102605,80747,93719,86331,88358,89256,90122,65405,51340,62539,55733,52772,48181,42764,29499,33745,47465,40282,27194,45430,46821,37844,34755,46641,45587,42972,38539,38272,36459,28859,37842,40434,39639,38259,43281,36620,15480,32686,35617,38701,33076,40746,37865,29949,39426,42129,42466,43674,45678,41543,33980,44209,45204,44426,46330,52366,44856,34362,43849,47886,49058,46092,55001,51481,39514,45777,50042,48624,50961,59304,49569,39413,51729,53742,54321,55816,61298,52019,40924,37143,53774,57534,57215,63123,52976,42261,52557,56077,62275,61319,64103,55993,44646,59980,60377,64449,64998,65070,57693,47366,61336,60841,62667,63082,70848,67078,47616,64336,66531,68301,68423,70608,62511,49718,62477,67992,67494,66264,65228,42166,45374,61619,64292,61797,68871,73774,66568,52759,65971,65336,65142,66360,72598,63885,52894,60515,68958,70965,70941,75421,71156,53912,67657,73085,74601,78195,81369,78745,69449,72774,75588,74320,73763,82037,74847,56806,73599,74155,72303,76146,82627,80128,63438,75441,77657,70992,78568,86004,76188,55656,64984,67744,67511,69705,69825,70048,49449,66986,72809,72495,77785,84496,74342,58928,50996,66229,70766,72763,81935,79920,58378,68786,68030,72190,73194,76519,72849,54992,57853,65392,70338,71611,74891,70207,55354,64161,73766,75584,78812,86523,76451,53272,71676,71026,77842,81487,87696,83994,64184,72666,74639,72215,73991,80492,76857,56611,69274,71299,73262,75095,84443,69925,51081,63578,71907,70121,75177,85085,69683
NV-Clark,444514,494488,522739,485200,387931,415227,429710,442974,456246,510710,479997,397161,397546,406747,444077,433435,511373,551215,486516,421626,434073,442242,452325,500735,442647,398119,419338,383645,384769,438711,508493,481091,368438,390112,368344,389606,403299,475656,473990,369847,378779,359218,372955,414645,512933,525429,458954,390290,365692,385433,424527,483086,480102,402045,410288,322662,435219,424894,460069,444560,350693,362970,363798,363815,391942,441469,420040,357966,349695,342587,353647,371131,402352,341461,273757,256012,222533,167258,138638,117929,78060,98801,125432,96323,74277,118277,121763,108800,92317,120880,118002,120401,118945,127297,108575,85033,105606,104276,105234,105212,113700,104743,63001,98789,104946,114461,113141,119581,105056,89012,107227,116530,119675,122335,131603,116196,96228,123263,126810,123967,125728,138594,119831,95076,124560,131702,129455,132704,141399,138281,110524,129260,137300,141229,141777,154599,139501,114291,145246,150576,156032,160524,171562,152089,127071,128139,155503,159226,161740,174847,167425,141310,171191,166629,173833,187181,210213,205494,172397,198575,202935,204153,203154,219402,222421,187709,200459,200558,209134,214892,231772,231610,185299,211309,213582,214756,223452,244667,231019,191572,212922,219814,221189,234351,268623,237648,212573,225139,215720,206971,228808,254197,235319,194372,218733,215997,220243,223073,244155,234365,199968,212768,224814,227761,231233,261765,260973,214988,221534,229694,231829,240461,261853,269661,237959,236322,237842,231899,240053,263619,255980,210774,227195,222307,217098,232718,257496,256950,213754,216874,220599,214231,244113,287878,274034,211014,201703,198078,199578,209552,227071,248177,187744,200594,215413,212201,235867,279642,302284,265777,221451,216778,222793,231953,266738,281905,223524,213823,206240,220154,223627,251033,277098,220698,191969,206300,215465,228335,270943,282067,232340,214082,208868,217229,225532,267848,280574,215883,217757,215262,229533,251331,299204,321649,266570,243152,234928,238440,254476,297624,316268,253487,230692,229524,232696,248749,296602,309504,247920,226615,220156,229248,246571,275973,268149
NJ-Bergen,75407,130806,142315,126986,88030,132160,136502,138873,142726,151654,140373,96923,131706,127868,141164,137003,140636,109255,91691,120322,126026,140042,132583,149130,114219,89245,132442,126477,128950,131716,147256,126914,78562,120997,120814,118856,118631,129798,128794,88805,121207,121562,127333,125903,132643,111201,80850,105264,103112,114801,121825,125499,119917,87992,124871,84502,128801,127327,135603,124576,82627,120321,120545,120281,124586,126347,119392,83123,118355,113242,111641,113262,115938,83933,53312,64500,55516,53124,49243,43794,29243,28313,35324,35994,19200,39798,41267,31203,24032,37006,35392,34698,34524,34808,33740,25299,35045,34844,33571,31179,33157,32749,19024,24689,33986,34023,33460,36519,30548,26175,34409,33784,36562,36916,36752,38695,22764,36017,41696,37050,34589,41551,43103,30583,38810,41978,39614,42847,41166,42849,34880,38379,43744,44719,45462,48915,45272,34910,46289,48412,48527,48979,52867,39949,39424,39390,50219,51407,48661,52163,51336,39557,52509,52523,50386,54463,55452,52056,39394,55239,55599,56824,54231,59630,54157,41787,61497,62435,62992,66135,68818,64024,42756,66294,67554,69941,71245,72501,61104,42264,66555,69274,66801,65991,65955,47958,39475,60031,67956,62655,69163,56200,64490,43812,68829,68691,70744,70116,72439,63024,42672,63904,67930,65958,70319,73459,66226,44496,65772,69554,72653,71980,74812,68133,48714,73778,54075,76604,76291,75538,69870,47858,70036,71909,70978,71170,76394,68574,43750,68433,73522,71241,76498,82277,69067,48120,69482,69678,70527,67685,67353,64707,46010,68527,75255,71868,78362,80677,72205,50323,57573,73476,75719,71232,81898,82470,53511,73223,69791,74732,74793,75091,75253,48373,60380,71114,75554,76816,84546,82204,56015,68571,66319,75941,77712,84256,85727,51474,72794,71783,76566,81673,87807,86570,57285,64987,70384,77030,79062,75561,90887,58776,73220,74231,73566,75730,86040,87409,56792,68793,73692,71031,66691,79350,79562
NJ-Burlington,25459,56481,60038,53023,39581,56848,57583,58998,61345,65651,58098,45050,55623,52835,61387,59300,59686,49606,43715,47517,52612,59098,55850,64130,46094,42070,55524,51763,52376,55373,64242,53427,37298,50963,49856,51083,50777,56007,54585,42138,50932,51483,54076,54181,53259,48248,40976,42894,48748,51689,55615,57341,52335,42959,52997,34562,55881,55774,59287,51843,41115,51329,51359,51442,54324,55968,51600,40489,51681,50462,50467,53004,56322,40011,31059,32994,25431,25061,24024,22947,15389,13932,17024,17073,8989,19155,20268,16021,14777,18387,17576,18401,18334,20039,18879,14875,18005,17937,18273,17870,19337,18971,8507,12364,17528,18160,17669,19393,17048,14499,16986,16734,18878,18764,18860,20671,13405,18077,20090,19348,17786,23076,23333,17034,19848,21129,19801,21909,22578,24653,18993,19221,20440,22194,22853,24826,23866,19778,22303,22535,23509,24120,25771,22961,20301,17554,23267,24000,24003,26203,26873,22606,25284,25209,25374,28615,27835,26575,21585,26631,27197,26548,25643,27904,25688,22845,29446,29309,29686,30471,31185,30684,23231,30915,30707,31960,32695,33854,30135,25769,30601,32242,31443,31252,32145,21017,22065,24851,31733,28798,32094,26372,31079,24599,30318,31448,32095,32823,34398,30084,24023,29114,30921,30457,31660,32129,32334,25898,30081,31228,32204,33078,34159,33321,28451,32781,27006,35322,33821,33687,32459,25647,31512,32339,29910,31486,34891,32125,24255,31029,32399,32451,34785,37520,33886,25023,30920,31141,31819,31901,29844,30255,24243,29056,32990,33406,34562,36002,33027,27172,25573,33717,33541,32392,37071,37131,28227,33234,32091,34021,34294,33909,35681,26498,28474,32090,34505,35330,38992,36647,28909,31722,31105,35210,36738,39512,38397,28465,33714,32061,35265,38227,40408,39595,30350,30615,34073,35798,37078,35689,39221,30186,33724,33785,34360,35932,40603,40102,30082,32817,35355,34967,31802,38876,34235
NJ-Camden,34195,59071,65662,56987,43520,59227,62249,63884,65521,70880,63772,50469,59866,56861,64709,64514,65148,54886,50443,53783,58529,64423,61695,70567,50543,46435,62699,57674,59224,61916,70817,58093,40768,57565,56408,56169,55340,61131,61010,46768,56530,56895,59986,59382,63808,54945,46565,50292,55759,56590,61063,62350,59117,47241,57186,42670,63777,62484,64383,56981,45366,56197,56313,55057,57980,58630,55968,44148,55800,53275,53194,54306,60434,45411,34791,39402,30324,29555,27629,26464,17675,16099,20169,19623,11782,23173,23646,17035,16986,21903,19883,21540,21088,23238,20757,16524,20300,20362,20704,20170,21025,20025,10894,14931,19439,20981,20246,21987,18918,16674,19636,19869,21717,21402,21979,23884,15553,21073,24097,22340,20867,26800,25316,18623,23294,24395,22434,24828,25026,25684,21585,22294,24095,24838,25159,27180,25738,21789,25447,26644,26563,26866,27560,24426,22216,20085,26463,26715,26011,29161,27559,23476,28606,27007,27470,30176,29194,27558,22965,29529,30195,29293,28216,30986,27342,24020,32087,31707,31803,32963,34140,31516,24957,32302,32111,34193,33575,35432,30841,26051,32326,33922,34094,33831,34171,24782,24815,27489,33416,30680,33751,28511,32938,26108,33107,33647,34862,35099,36274,31336,25289,31037,33094,33423,34579,35319,33337,27233,32797,34131,35584,35044,37304,35251,29576,34755,29488,37805,35510,35409,33908,26734,33955,35045,31709,33116,36691,33426,25263,33760,35250,34355,37087,40699,34540,26241,32610,33813,33196,33211,31472,30787,25796,31433,37483,36572,38311,41320,36793,29703,29093,36835,36981,35614,39911,40485,30266,36005,34525,36947,37283,37261,38974,29318,30422,34387,36686,37265,41153,39082,31496,34689,33686,38450,37628,41451,40670,29168,34988,34832,37215,39387,41185,40773,30792,31861,35766,37172,38497,36599,41485,31098,35457,36500,36496,38278,42414,40913,31080,34322,37095,36704,33930,41177,36158
NJ-Essex,49723,90079,99389,82039,66162,93078,104501,102307,104788,112310,94598,79668,98300,93392,104395,103635,101876,79090,74312,80790,97863,110368,102861,114513,81439,75110,105095,97933,101286,107904,113345,86141,62340,95906,95900,91540,91698,96901,87208,67392,90949,94527,98290,95104,97000,77024,67171,71015,86165,88935,95252,93835,81206,69151,91262,74701,98804,99688,96632,76474,61570,83529,83272,84843,85608,87078,74340,60851,85703,80690,77215,77030,81734,58195,45590,50446,43691,42752,40480,37712,27618,25423,32337,29229,19219,32962,33996,25279,22743,30621,27371,28714,28706,28722,25468,21174,27085,27452,27047,25023,25492,24076,17127,19500,27193,26822,26302,28280,23859,21411,26239,27153,28605,29156,28298,28853,20369,27629,32625,29438,28324,32405,29923,22379,27254,30115,28096,30983,29077,29063,25320,27811,31082,32068,32525,35217,31413,25963,32303,33188,33805,34684,36424,28333,28561,27657,34747,35583,34323,36326,35079,28592,35963,35708,35804,37271,38018,35824,29039,37192,37189,38193,36763,40243,36860,29807,39730,39706,40771,42696,43139,40528,30701,41730,41972,44452,44063,45525,38090,32038,41743,42491,39720,40774,40696,31282,28513,36649,40011,36553,41859,35873,37958,30221,41100,42045,42795,42702,44670,37608,30484,39131,41176,40977,42416,44784,40839,31480,39803,42438,43535,45295,46477,52078,47454,50300,39515,50931,50035,49396,42872,33816,44542,45834,48457,50626,54207,48971,39219,51214,50272,47468,56791,60414,48474,37523,45763,45700,46586,46058,45082,41802,34663,46310,63080,48352,65011,66717,48019,40280,38246,48230,60804,50846,55451,52599,41130,48302,46650,49522,50600,50060,47928,38451,38646,43453,45885,46470,50194,45603,37572,41470,46522,52114,46950,50817,47951,33906,44425,45915,49421,52498,54481,51596,41151,41623,44687,47068,46964,45120,48972,39314,44328,44995,45501,47278,51596,47918,37958,41934,43307,41562,39349,45534,42983
NJ-Hudson,43244,69714,74924,64565,56585,72328,77451,77812,80306,84375,78565,65695,74941,70678,80002,75357,75534,60930,61892,60653,71885,79112,75019,85459,60071,60089,78789,71704,74422,76676,81639,65910,52639,68724,67075,64703,63109,70179,65256,52514,65342,66192,68833,63898,70249,58457,50981,51206,59787,62851,64742,67799,61116,54513,66131,51527,73532,71408,71060,59786,49509,61757,60500,58593,61290,61758,57280,52154,63035,58032,58720,59794,62108,46920,38029,38892,35612,35064,33553,30897,23212,22543,26349,24556,16113,27897,27869,21733,19612,26487,22754,22778,22738,22631,20793,17605,22566,21886,21158,20771,20435,20053,14858,17012,22162,22167,22248,23393,19925,18616,22275,22113,23975,24497,23760,25276,18168,23805,28181,24175,23424,26872,27324,20649,24161,25400,24411,27237,25280,25553,23176,24346,26415,26950,27656,29770,28131,23955,28990,28773,29094,29059,31495,26119,27415,25802,30488,30542,30026,31376,31250,26668,30606,29664,29685,30951,31936,31742,26675,32356,32221,32074,31090,34668,33193,27381,33195,33996,34455,35185,37261,35836,28666,35472,35170,36548,37168,38094,32789,29484,34740,34895,33556,34612,35302,29929,27183,30386,33335,30182,34466,29169,33056,27992,34794,35452,35808,35440,37436,33793,27806,32975,34911,34033,35487,37523,37161,30176,34307,36407,37217,37930,39250,37839,33523,38743,30063,40348,39185,38275,36639,30328,35254,35740,34780,34224,38436,35650,26662,34562,36778,36209,38902,44747,37710,30330,34122,34158,34687,33703,33743,33753,29026,35005,38405,36668,38934,41738,38234,31920,30520,37536,38454,36330,41823,41619,32853,35711,35112,37320,36987,37815,38703,31871,30568,35160,36780,36976,41427,39523,33333,34887,33208,36283,35023,38361,38700,29310,33843,33782,36034,37729,39905,39063,32698,29088,33752,36456,37413,35089,40358,31744,33598,33877,33992,35451,39225,38529,31415,32178,34260,33647,31623,36346,37761
NJ-Mercer,24576,47258,51832,46880,37827,49513,51524,53615,54316,58355,53322,41724,50166,47873,53935,51856,53654,45045,41351,42897,47253,52434,49218,58236,42347,41216,52841,48325,49687,51253,59050,49497,34461,48497,47093,47424,45992,50039,52043,38990,46935,47188,49729,48444,52794,45346,37825,41041,44343,47057,49746,51732,47886,40016,47785,33996,52034,51380,52926,47207,37123,46099,45603,45786,48554,48525,46511,36367,45085,43361,43941,42305,44791,31019,24823,26517,22188,21409,19932,18117,12725,11694,14123,14366,8621,16195,17108,13066,11769,15360,13806,14425,14872,15727,14230,11790,14561,14347,14405,13567,14290,13873,8002,9707,13473,13794,13751,14873,12741,11550,13120,13491,15093,14708,15061,16811,10619,14349,16214,14832,14057,17801,18230,13459,16157,16462,15534,17766,17305,18865,15934,15541,16973,17664,18218,19070,19538,16448,18160,18061,18454,19438,20148,18111,17532,15188,19229,19485,18878,20655,21180,18216,19776,18832,19026,20549,21667,20254,17537,20558,20952,21234,20120,22293,22243,19150,22938,22973,23912,23836,25277,25457,18606,24900,24258,26035,26228,26989,24043,20784,24423,25768,25087,24953,26348,18768,18583,21621,24674,22413,25154,22129,25344,20149,24659,24635,26020,26320,28213,24312,19352,23643,25216,24395,24978,27332,26841,21743,24484,26493,27580,26618,28374,27196,23059,26928,21385,28229,28722,29056,27685,21025,26202,26051,25916,25533,29223,27408,20649,25136,26862,26549,28289,32297,27995,22266,25664,25764,26264,26204,25251,25882,20563,24423,27408,26907,28644,30689,29047,22989,22301,27018,26857,26689,29359,31098,23610,25714,24034,26751,26093,26369,28865,21889,21749,24417,27137,26921,30949,30479,24554,26275,24421,27475,27234,30198,30618,21775,24908,23463,27279,28682,30161,32456,24995,23252,25617,27438,28631,26979,32349,25795,25515,25859,26548,27422,31638,31639,23908,24650,26408,26916,24738,29811,27868
NJ-Middlesex,50800,93245,100768,88328,72994,92909,98640,100296,101196,109924,100717,79703,93434,89037,102024,97262,103200,82691,82832,86747,96292,104393,99348,113480,82820,76692,101773,94149,96433,100252,113769,95773,66811,92482,90333,90009,89399,97336,98424,76669,90733,90046,95072,93968,104376,89947,76627,82624,87533,91997,97164,100699,93986,76020,92560,63931,97903,96410,101831,91167,72834,89929,89265,87621,91892,93200,89708,70676,87543,85427,84364,79355,83475,62471,47657,52916,44546,43459,40098,37209,25618,23345,29509,29680,16055,31794,33714,25300,21626,30016,27862,28998,28708,30244,27612,21891,29300,28626,28530,26569,27996,26732,15933,20650,27436,27873,27761,29753,25211,22621,27673,27179,30494,30572,29948,32748,20488,29747,32975,31005,29581,34975,34190,26047,31995,33508,31538,34364,33909,35490,29432,31499,34718,34294,35470,38254,36568,31767,36612,36365,37595,38437,40425,34595,33392,30329,37996,39119,38150,41396,40596,34979,42560,40772,41093,42949,44513,42620,35773,43783,44673,44889,43068,46432,43178,37349,45843,45968,46960,48079,50435,49327,36048,48906,48455,51660,51959,54724,48000,41186,49310,50958,48861,51125,53919,38635,38031,46355,50426,44419,50625,44029,52289,41906,50267,49669,51234,51281,56293,50140,40336,47069,49747,48962,51027,55789,54053,44114,49571,51212,54475,55975,56595,56032,47848,55177,42217,58613,57648,58430,55957,44673,53038,53942,52065,52108,58628,54889,41562,51009,53970,52379,55810,62969,55916,44090,49862,51371,51295,51510,50727,50981,41691,50013,55191,53919,56477,62808,56736,47215,42481,52239,54403,52264,58648,60730,47260,50378,48418,53259,52164,53552,56955,44265,43651,48570,53920,53558,60363,61049,49464,51331,48545,54037,54513,59900,60522,45118,50328,48949,53959,56414,61288,62245,49380,46656,50964,54849,56357,54428,64665,51486,51747,51881,52027,54454,61128,61955,47807,48417,52494,51394,48002,58501,55997
