county,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31
OK-Oklahoma,102233,154665,174241,157648,121519,155554,164964,171604,177579,185987,137850,121375,157804,154427,178284,166785,166069,169890,128228,145406,154384,170229,161680,185618,141108,115906,168947,138373,149263,161966,192993,158302,108059,154595,147954,68234,133511,170830,166184,119778,152266,151602,150456,155809,176266,152721,118250,139833,143611,151997,159220,170778,154735,114299,149469,115495,170032,174917,188398,170885,124596,149355,157228,148033,159819,178095,164490,114255,145611,150143,153824,157223,156642,120990,87537,106492,96855,91669,86243,69147,42336,48766,81281,71036,45087,72970,71626,62241,48417,65600,72545,71568,69233,69760,55902,44166,65296,67279,69022,68390,75029,60783,30994,58336,59939,71286,71454,72912,65858,46693,69898,75430,66204,80028,84496,74969,56697,79071,77044,82859,86671,100190,85675,61041,89260,94855,95667,94460,104509,97870,68759,90169,90704,95706,99970,102591,104579,84762,106021,104945,107424,107399,117731,103126,84404,72758,104240,109573,111600,128647,122706,95984,113839,114190,117928,118726,131554,119590,91179,113582,117717,120829,122465,126603,117363,93275,114580,113342,118140,123706,115388,122584,86352,116233,119892,123629,126350,133078,119880,94132,116338,122574,117051,115626,113129,77258,75765,112653,112787,107930,118497,125598,115129,88375,114270,113525,118119,119013,128440,114352,88894,114925,119279,122636,121670,131250,117342,89944,107642,114127,119662,126229,143140,130874,97335,119392,124357,125289,123630,138390,127878,95816,121537,126974,126212,125566,138960,129601,97878,121073,127649,126335,130402,148431,127627,93878,119671,122597,118695,121606,121678,117021,82499,108809,125509,128187,136874,141367,121854,95790,86428,121574,117009,123088,136706,121041,89355,117864,113697,123713,122798,124842,118880,86844,104858,112275,125018,126467,138428,122340,93233,119337,122517,127126,129367,141697,125596,93055,119059,115176,126616,135058,142839,122257,97761,120906,123324,126752,129996,136833,124124,88918,114455,119671,124813,129609,137620,127823,93380,95916,74875,103465,124296,138232,114789
OK-Tulsa,81384,128294,143308,125432,98755,132137,139100,146527,148983,150142,101857,101021,133601,131421,150380,147960,146056,139960,104108,119437,130280,132384,133860,155242,120971,98633,139840,118763,127253,135386,163996,139690,89291,130114,124747,63588,105327,143260,137717,95024,128503,125567,126514,132350,152084,131220,97754,116190,116511,126773,134413,144336,131557,93270,125387,96026,141678,142654,152864,135010,101446,127651,131690,123984,135399,148625,134223,95530,122574,126864,126748,130931,137085,102267,76403,92376,87526,76214,69465,58393,35525,41390,67190,60577,36913,61528,62755,54246,40073,56294,58916,60499,59657,58834,46555,37231,52896,56912,59034,59969,65098,53541,25616,50543,53953,62253,62719,63784,58153,42011,61545,64495,55541,68848,69770,66043,49999,66079,64341,70944,74287,85253,72968,51222,74228,81712,82863,81463,91271,85261,59511,77591,77726,82985,89131,86936,87352,70316,90727,92203,93406,91989,103312,90767,70085,61270,91126,92114,97259,107388,96380,77451,96555,96566,102422,106000,116044,101964,76922,99591,101641,103526,105507,107866,98907,78922,99368,98411,101451,107375,107473,101652,71703,99067,102452,102156,104845,109916,94965,74738,95087,102377,93742,91622,95613,61025,61734,88714,90633,88285,97428,103117,93491,71364,86768,90011,92688,92884,98989,87398,70205,88868,92789,95715,97433,103026,89336,70250,85301,87404,92473,99521,108245,99434,77293,96534,99497,100232,97806,110863,99254,75751,95212,96313,99646,98149,108942,100645,77816,95180,97735,99774,101638,119997,105362,76750,92091,95584,94575,97928,98513,97316,69488,88737,98783,101282,106086,113287,98026,76488,68572,96728,100974,102312,110475,102871,77039,95487,93567,100776,100599,104493,98008,71638,84341,89959,102764,104731,116483,100917,76331,98933,101394,106774,109874,119566,106397,77972,96671,94282,104363,108054,118654,106057,82150,97614,101638,102644,102077,109134,99577,71237,93326,96701,102706,106773,115190,105052,79708,86069,88688,96705,104142,119562,96736
PA-Berks,20936,41816,45613,41517,30619,40882,41476,43163,45651,50593,47471,36497,41442,39577,46105,46446,46577,30357,37090,39974,41390,46909,43875,51894,38123,34570,45864,40254,41900,44163,52113,42814,28560,39956,38467,38429,37984,41732,44492,33061,38597,37705,40477,39518,44141,38353,30921,34457,35240,37454,41977,43227,41406,32835,39473,29794,45578,44008,44136,40180,32250,38379,38308,36697,39070,40062,38617,30397,36301,34143,34552,36525,39994,30426,24806,27303,20992,21168,20666,19060,12700,14095,16444,14534,9218,16666,18253,12818,11937,16348,14627,14881,15020,16613,15112,11936,15081,14877,15901,15135,16171,16285,8127,11583,14515,15337,14825,16045,15337,12738,14377,14664,15761,15804,16956,18121,11654,15992,17475,17054,15198,19428,19145,14573,16277,17001,17035,17612,17940,19717,15921,15892,17631,19018,18858,20590,20093,16234,18793,19219,20230,20333,20434,19987,16682,15601,19333,19921,19699,21489,21793,17972,21090,21522,21252,22666,24362,23901,19094,22708,23024,22586,23702,24367,22929,20429,22773,22742,23155,24828,25019,25499,19663,23338,23331,24899,24672,27473,25301,21159,23922,25312,25155,24176,27232,19911,19674,22305,23865,20581,25117,24690,25338,19919,24234,24385,25235,24860,27216,24607,19494,23122,23880,23756,24979,27372,25436,21232,23415,24864,26536,26465,27975,26928,23457,25529,22319,27780,26921,26748,26551,21455,25583,26052,26237,26736,28375,27015,21815,25045,26351,26854,28123,33064,30634,23266,25787,26774,27297,27300,26567,29390,21589,24324,28110,28259,29485,32394,29930,24038,22515,27332,28191,27462,31137,31112,23583,26661,25001,27411,28097,28303,29964,22772,22643,25974,28699,28936,32346,30996,24354,26954,27201,28635,28415,31177,31005,22368,25496,24838,27723,29005,31154,31213,24110,24933,27058,27857,29005,30528,30918,24335,26033,26780,26880,28681,31894,31150,23742,24814,26782,26653,25899,30444,27831
PA-Bucks,40691,74221,82594,78132,57315,73273,72163,77240,79500,88207,87329,66899,72889,71328,78614,77133,82846,63724,65365,70955,70144,78098,73495,86997,67241,61564,72548,68657,70525,73984,87806,80530,53412,69426,67718,67060,67810,75707,81258,61573,66691,68007,71442,71163,77844,71864,60199,64826,64612,68818,73415,79066,78493,61782,70696,48336,73522,73038,79078,78359,59850,67917,68667,69243,73987,76173,76874,60064,69454,65429,66453,69418,70760,56850,40814,38981,33852,34050,33280,29751,20124,23526,24730,22830,12190,27615,29704,22832,20734,26220,24135,25142,25958,28488,26444,21000,24718,24915,25638,25352,28091,29659,13202,17871,23787,24862,25053,27689,25821,22239,24273,24212,27116,26516,28102,32689,19798,26180,30993,28408,25950,33471,34113,26150,28935,30552,28401,32470,32337,36236,29032,27288,30378,32210,32891,36206,37110,29671,33367,33668,34326,36151,36930,33729,29881,26506,33320,35369,33317,37356,38251,32549,36919,38154,36358,38992,42987,42955,35467,41898,42317,42538,42100,47167,44971,39164,43907,44106,43690,45773,47097,47563,34611,42808,43819,46706,46117,51904,49109,41712,45572,48236,47031,48061,52202,36129,35720,38717,45422,41592,46687,42000,50180,39866,45125,47049,47766,47550,50137,45933,37390,43602,46109,44893,47424,49401,49360,39340,42737,46092,48541,48554,51832,51837,44531,48351,39063,52279,51639,52672,52960,40598,47039,48178,47347,48598,54436,53050,39378,45332,49682,48824,51684,57181,53772,41098,45824,47631,47899,48570,46573,51556,40716,45032,51259,51427,52516,57046,55745,45088,40778,46900,49555,48411,55082,62584,44717,46556,44912,49068,49358,50229,58733,43110,39954,45825,50867,50538,56209,60278,47650,47946,44776,50195,52756,57528,61130,45487,47975,47842,51490,55032,59501,65315,46822,44527,49298,51318,54367,52954,66019,49478,48169,50139,50018,52331,59220,64447,48288,45990,50364,49770,46821,58211,55047
PA-Delaware,35616,60227,66663,59674,46372,60368,60639,63874,66024,71514,65107,53768,62854,59931,67749,67502,67883,56225,52594,56408,61138,69324,63222,72668,53301,48838,64163,57857,61312,65337,75832,60443,45088,61838,58094,58227,58612,64809,62421,49494,60195,58307,63409,61954,65260,57498,49395,53369,58168,61386,64299,67115,60209,50780,60734,48222,67323,65356,67410,58281,45095,57446,55774,54859,58834,61659,57424,46860,57338,53978,55309,55991,59560,43286,33747,32789,29202,28939,28317,26939,18434,20978,22479,19955,12540,23999,24155,19183,18336,22632,20767,21889,21778,23226,21079,17256,20366,20574,21461,20263,22024,22203,12371,14762,19164,19873,19433,21330,19607,17224,18872,19962,21302,21512,21812,25342,15781,21318,24357,22314,20408,26170,24618,18479,21647,22732,21341,24540,24488,26090,21101,22007,23759,25172,25624,26872,25113,20679,24435,25230,25440,26882,25555,23947,21471,19921,25123,26781,26021,28094,27287,22359,27970,29423,28564,29466,31855,28992,24250,31351,31772,30975,29745,31840,28915,24705,30597,30131,31096,32123,32454,31301,24052,31946,31058,34337,33736,36334,31302,26971,32531,34904,34160,32957,33942,24809,24763,28697,32949,30543,34314,29348,33068,26824,33171,33760,34882,35217,36436,32162,26752,31078,33451,33293,35205,35349,33313,27264,32274,33857,35249,36217,35753,34133,30184,35236,28444,38178,36109,36793,34268,27674,34913,36645,35754,36906,40654,38212,31688,37150,37821,36835,39416,42768,37761,29676,34987,36484,36710,36762,33602,34744,27858,33474,37375,36862,39597,40932,34831,29486,28906,37242,37848,36912,40239,39602,30605,35222,32851,37011,36599,36000,38156,30062,30144,33189,37561,36752,41126,37323,32620,34794,32977,37961,37175,41573,40457,30358,34781,33625,39023,40766,42391,40745,32898,33766,36543,37926,39840,38335,40911,32873,36859,35902,37358,39045,42279,40895,32245,35012,36303,37395,33895,40966,36404
PA-Lehigh,23257,46564,50543,44001,33468,46359,47597,49902,51676,55420,50470,39376,48801,45222,53507,51466,52709,34642,38976,45662,46930,51496,49775,57580,40021,37118,49168,44914,46522,48156,57181,46456,30512,44734,43403,42104,42172,46655,46825,34172,43895,43451,45207,43797,48517,43615,34261,38328,40065,42842,45713,49007,44078,35231,43265,33670,51111,48153,49812,43735,35441,41713,40902,40075,42100,44788,40308,31796,40168,40050,41112,40097,42642,31090,23984,27885,22585,22205,21662,18815,12037,14008,17259,15901,10185,16304,17457,12413,11358,16834,14776,15813,16037,17364,14436,11929,15109,15516,15670,15670,16076,15450,8594,11913,15387,15791,15879,16652,14831,12551,15579,15317,16517,16692,17302,17620,11354,16790,18161,17572,16507,20374,18025,14286,17602,18982,17913,19870,18889,19466,15994,17299,19078,19897,20296,21453,19913,16146,20446,21048,20995,21808,23004,20311,17060,15707,20943,21432,21389,22507,21531,17976,23279,22940,22489,23311,26765,24131,19880,26328,26079,25266,26434,28017,24855,20530,25652,25458,25843,27428,27708,26114,19734,26367,26459,27972,28861,31176,26151,22791,27929,28365,28680,28957,30771,21557,20993,25394,27748,24482,29165,27199,28610,22069,28124,27685,29110,29273,30747,27001,21348,26848,27891,27319,29466,31602,29376,23451,28044,28667,29880,30807,32110,29972,24204,29828,22312,30606,30238,30185,30845,23512,28187,28943,28769,29963,32347,29762,24110,28661,30212,30872,33408,37421,32729,25222,28193,29638,29583,30597,29555,30997,23877,28880,31877,30157,32520,34960,32107,25250,23517,29794,30640,30276,33401,32676,23938,29772,28062,29826,30415,30283,31172,22711,25267,29056,31067,31053,34411,32135,25674,29427,29038,31002,31129,33146,31640,23377,28458,27906,29802,32025,33642,33185,26237,27408,29127,30069,31369,32227,32234,24906,28661,28894,29571,31185,33966,32537,25351,27439,28940,29442,27922,32569,28925
PA-Luzerne,16196,31129,35613,30980,23445,30794,30683,28352,35142,38457,35026,27360,33915,30967,36249,34464,37779,24566,25916,30333,30718,33668,32438,39941,29243,25607,34036,30909,31684,32204,39834,31956,20767,30041,29058,28614,28402,30202,33054,23501,30827,29372,30669,31227,34712,30706,24822,26705,27499,29614,31595,34605,32632,26361,30987,22352,33124,32761,35256,31529,22837,27884,26714,26016,28706,29708,29235,22866,29523,27291,28971,28814,32879,24341,18781,21267,16616,16396,16156,14268,9455,11162,11958,11301,6728,12857,14510,9747,9406,12793,11372,11473,11709,12859,11210,9352,11501,11902,11871,11886,12544,12366,6328,9445,11426,12406,12169,12854,11398,9817,11952,12123,12598,12822,13619,13772,9344,12523,13877,13869,11938,15623,14449,11812,12725,13875,13275,14182,14892,14927,12431,12923,14611,14951,15448,16451,15840,12947,15235,15612,16198,16603,17760,16460,13768,12941,16118,16340,16123,18132,17330,15003,18094,17983,18245,18861,21175,18130,14795,19126,19048,18452,19797,20982,18845,16292,18694,18878,19084,19933,21127,21517,16428,20583,20208,21421,21720,23076,20885,17294,20172,21034,20746,20907,22606,15765,16184,19395,19324,18079,21216,21725,20150,15577,20346,20104,21482,20982,22756,20077,15544,19638,20191,21372,20755,23276,20471,17617,19658,20628,20841,21896,23595,20872,17630,21379,19006,22160,22277,22460,20864,16464,20607,20767,20677,21198,23418,21211,17306,21216,22073,22692,23813,27523,23331,18431,21395,22208,22172,21882,22711,22253,16453,20991,23028,24005,25077,28061,24212,19416,19173,22935,23308,23571,25422,23648,17737,21698,20661,22572,23213,22877,23384,17214,18920,21022,24037,23271,26151,22857,18659,22194,21469,22952,23016,25422,22632,16904,21079,20297,22579,23433,25517,23284,18624,20568,21000,22171,23306,24946,22976,18431,21192,20911,21460,22578,24732,23156,18418,20311,20840,21420,20679,24812,21581
PA-Montgomery,59942,107026,118971,118619,83622,107683,105840,112353,116463,130032,126958,96199,106673,102874,116386,114685,120475,89609,99341,105438,101688,120432,107631,127496,99639,89273,108532,101142,104159,108090,128019,118595,76125,100763,97429,97698,98387,108560,118223,89420,97767,98614,104263,103929,113780,108836,93017,95716,95093,98857,106297,113844,114429,89363,100921,74951,111404,106954,113727,115326,86888,97818,99609,98129,101897,107794,109741,83981,93486,89578,90741,92301,75598,57405,46484,50107,44222,43965,43095,38702,25293,29357,33027,28680,17646,34858,36495,27709,26404,33584,31204,32663,32652,35869,32868,26430,31029,32492,33134,32199,34610,33663,16970,23138,29934,31375,30992,33750,30513,26481,29661,30701,33589,33519,33465,37628,23504,32498,37004,35546,31799,41597,39829,30624,35315,37107,35837,39599,38945,42071,34440,34433,38113,40567,40758,44090,41429,34744,40902,41159,42784,43938,43690,39857,35243,31469,41682,44513,42080,46457,45233,38272,46044,48510,47818,52144,53365,51064,42065,54431,53302,53083,52615,56574,50552,44573,53413,54003,54767,57825,59492,58350,41924,55496,56047,60376,59876,65892,61553,51585,59617,62149,59759,59105,62899,43292,44702,50271,58448,52961,60891,53171,63526,50194,58173,59656,61296,61336,64835,60434,48206,55001,59386,58463,62210,65475,63373,51534,57544,60681,63953,64786,68060,66979,57653,63041,50584,68720,66675,68872,68657,52183,62806,63238,62889,62468,70762,69422,55655,61598,65975,64945,68960,77407,72624,55441,60149,61356,62712,62577,60548,70320,51770,56699,64468,65528,68082,73517,69423,56834,52471,61532,64200,63526,70605,77414,57462,60891,57824,65365,64105,66741,75849,56381,52459,58575,65826,64591,72726,75972,58832,60773,59629,65220,64864,72312,76692,56017,59969,57874,65155,68047,74013,80543,60553,58075,61434,65842,66351,68713,79905,59756,60541,61689,64543,65090,74260,78246,59416,57576,63045,62664,58693,72141,67274
PA-Northampton,19643,30920,35263,34031,25933,33400,32727,34400,35656,40082,36165,29137,32935,32192,37484,36131,38638,27032,29165,30742,33107,37723,34349,41338,30516,28134,35931,32972,33808,35573,41222,34941,23264,32823,30757,31301,30695,35202,35276,25958,31142,31217,33265,33187,35938,34848,28510,27643,29452,32372,34398,36966,35147,28015,32997,25000,35460,35112,39125,34358,25680,30951,30131,30230,31335,34022,31673,24544,29036,28594,29640,29488,32813,23741,18617,19946,15775,15507,15187,13510,9137,10525,11412,11213,6849,11360,12481,10100,8998,11711,10321,11038,11050,12538,11947,9625,10788,10896,11330,11127,12076,12371,6222,8438,10021,10922,10815,11962,10975,9647,10525,10669,11393,11945,12232,13594,8562,11817,13402,12702,11645,14661,14856,11213,12403,13045,12500,14053,13798,15594,12933,12304,13176,14007,14274,15939,16337,13676,14675,14754,15197,15807,16747,15318,13844,12475,15135,15264,14750,16500,17183,14481,16556,16497,15927,16944,19057,18520,14816,17668,17553,18528,17857,19221,18952,15969,17604,17228,17949,18736,19233,19914,14743,17732,17856,19186,19257,21834,19615,17024,19156,19821,19854,20098,23269,17420,16239,17900,19711,16828,20098,18973,20580,16332,19011,19401,20111,19630,21136,19724,16240,18450,19426,18909,19752,21950,21380,17341,18775,19345,20352,20671,22500,21347,17668,21120,16094,22134,21492,21147,21634,17461,19766,20584,20456,20847,22930,22016,17984,20029,21214,21217,22457,25992,24119,19164,20058,21785,21101,21585,21841,22356,17753,20480,23125,22564,23947,26691,24145,19531,17644,22575,23443,22240,25252,25388,18548,21337,21154,22425,22429,22885,23832,17287,17813,21374,23292,23010,26595,24378,20471,21450,21442,22738,23006,25496,24736,17848,20707,20594,22681,23780,26365,25380,19699,19280,21935,22628,23668,24794,25631,20126,20606,21158,21832,22470,25443,24954,18547,19127,21897,21238,20440,24271,21851
PA-Philadelphia,126277,170943,187160,155549,150026,187580,189133,200960,205720,218199,192422,154415,194609,182945,219156,210825,203579,164135,154942,156388,189576,212897,195894,229215,150518,144843,206290,186238,193771,204972,230801,169484,124003,192532,182920,179876,182250,196131,183855,147670,190680,186022,195216,187543,204784,175001,151213,165176,178417,184890,199955,206955,182360,143777,190787,171590,217061,212621,205813,167139,127591,169531,176334,171078,175632,173484,151766,127217,165861,157813,157408,156278,166616,120244,100784,109232,91510,90617,89294,85618,61779,64554,70022,61737,48660,78074,78360,59077,58719,75665,65197,68804,68934,71742,59236,50552,62181,63011,62118,57292,58669,55620,39769,47686,60630,59903,59141,63347,54535,48729,59488,60179,64463,64316,62391,67233,46953,64515,71337,66788,62489,77247,68902,50291,64928,67511,66003,71085,68707,64827,57875,65693,70707,73444,75402,78957,70679,60510,75218,75294,75186,77790,76882,67989,62884,61527,77073,78981,76800,82290,76363,60087,70306,76897,72160,77015,78897,71387,61637,84604,85296,84619,81396,88156,77962,66480,85200,83321,84616,88677,87857,79604,62912,85538,86542,90477,90414,94709,78392,66962,87109,90669,85538,81442,82510,65197,60831,70437,80841,75461,85800,74110,76048,62050,83649,85783,87528,87888,90051,74835,60738,79660,84886,84133,86764,87674,82543,67349,83517,87344,89821,92145,93493,87637,77709,96333,81489,98928,95244,93221,81621,66068,88194,90007,86251,84913,92104,82084,66263,86354,94426,92117,101010,115726,94007,70633,89549,90744,92106,90526,88610,83364,67594,93487,100443,91161,100606,105138,95260,77220,71552,90578,97357,95133,103215,95219,73796,90030,86506,95083,96290,95106,94417,77704,79006,85951,94594,92622,102734,89023,78443,87340,86663,96896,92137,102013,90760,66307,88107,83003,91970,94707,97631,92961,76135,79722,87586,91321,93004,89632,92182,75863,83967,85285,87815,93595,96494,90194,72983,81854,84080,80874,76632,89064,81332
RI-Providence,35642,58155,65601,53833,44926,60196,64668,67392,68963,73597,64279,51418,61759,60432,67297,66299,68196,58029,50384,50351,60994,71126,65156,76288,56594,49187,67486,62074,63559,65826,77916,61986,44143,60019,58134,58559,57049,64196,65916,49502,59866,57362,62326,60000,67056,55182,47114,46628,48911,55310,58920,59687,56683,46777,60828,48732,65704,66563,68469,55734,41423,53779,56081,52906,55918,58542,50518,40741,53333,51350,49574,50025,55515,38081,29693,32963,27293,28789,26545,25802,18017,20223,24437,20469,14338,24765,26738,21857,16596,22259,21245,20898,20796,21467,21101,16479,20323,20718,19965,18957,22437,21192,12629,14961,20485,20577,20503,22518,16712,17642,19881,19329,21260,22166,21823,23886,16772,19889,22534,23272,20712,25187,24032,19519,21756,23399,23349,23475,24083,24972,21306,21432,24107,25272,26113,27658,26220,22016,24796,26058,27115,26608,31197,25741,24813,22020,27605,28408,27849,31198,30342,26328,31166,29839,31013,30653,33455,30728,26103,31640,31687,32423,30594,33756,31178,26514,31504,31464,32706,34151,34105,32618,25625,32303,32121,32960,34305,35439,29836,26120,31056,33103,32042,33149,35028,24576,24821,30003,31021,28881,32089,34600,30364,24124,30690,30969,33222,33361,34851,30331,24141,29984,32506,34000,33678,36886,32604,26231,30520,33015,35367,36406,38206,38701,35240,37890,36790,40065,39545,40935,35916,28464,32366,35268,34018,36078,38090,34624,28548,35569,37111,35907,38252,44058,36731,29310,33574,34354,34440,32897,34891,32986,27333,33683,39293,35097,41096,42262,38298,31516,29563,37881,38990,38837,42153,39846,30801,36217,34157,36869,37020,36341,35936,28436,29339,34380,37260,37094,41425,38135,31812,33582,35790,36390,36559,40123,36143,27613,32695,32653,35832,38526,40249,38753,32235,27353,32417,36264,37748,38707,38744,31563,32846,34795,35965,37849,40848,38153,30221,31902,33887,33250,33339,33822,32840
SC-Charleston,48527,76250,83031,72855,57020,73564,74598,79811,80883,89136,78751,56564,74586,67156,81462,82383,79601,82969,64369,69022,67536,80294,72002,88026,71284,54609,75680,67934,68589,73075,86487,71193,46761,66753,64096,64323,62500,75222,75834,53094,68986,65523,68475,69785,82606,79292,57952,63468,61179,65696,69190,76665,74629,54309,67690,56531,76896,81258,89079,83670,55464,66862,66344,60230,62819,78151,73618,53086,65114,67023,65598,68934,82526,64928,46706,52052,48764,42368,40912,33560,20260,21066,33186,28114,18259,29825,29781,25531,20372,29822,29196,29195,27905,30338,24564,17764,26936,26709,26086,27394,27775,23637,12066,20913,25610,25124,27056,29123,23893,15654,25604,29906,29329,28264,32504,28021,21327,30908,31620,31796,30420,36107,31014,22022,33126,35236,36147,37389,40235,37066,26270,36565,38762,39168,40627,45459,43572,33843,42455,44331,41488,46627,53944,53361,44436,39048,45648,45494,50342,55303,50104,34880,48309,52564,53456,53995,58217,51748,40203,52790,55862,54280,55418,56922,55117,42628,53417,52977,56206,60683,60676,61469,41673,56557,56018,58337,60647,63170,58477,44608,54423,55620,52046,53247,57362,44597,39747,50237,46626,47521,53765,58637,52793,37852,49265,49644,50985,51416,57603,50364,37628,47194,49879,51156,53039,58354,55081,40844,49591,50462,53715,56726,60842,57279,44261,39573,51711,53121,54644,61833,56562,40198,51356,51935,51678,52115,58743,56826,40820,50119,50263,50862,55682,66034,57981,38772,48232,49090,48470,52141,53073,54297,35378,45427,50562,50141,55435,61751,63586,53875,43207,48442,50206,51911,59032,58367,40822,50210,46347,49091,50310,52580,55888,39521,44943,49129,54320,54856,61189,60446,42653,46631,50323,54145,55544,61236,57832,38728,51128,47335,54707,58295,64198,62773,46792,53072,53131,54803,56720,63089,59448,43616,51473,50626,52498,55647,63617,57994,41217,49682,52138,52819,53723,61471,48926
