series,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15
IH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06562070759761822,0.34639286115951806,1.067314632337156,2.5072016927603524,4.972407892566893,8.771084513910832,14.190837551460351,21.48111688147805,30.840696474682698,42.41001285488933,56.26779870088365,72.43129320916523,90.8592691449296,111.45714529996326,134.08352251446885,158.55757123130434,184.66679530169642,212.17479186901022,240.82871544340225,270.366232920541,300.5218240629287,331.03233867531605,361.6417678538399,392.10522315221425,422.1921453720783,451.6887851088948,480.40001132141447,508.1505131314682,534.7854647982108,560.1707252342248,584.1926423129365,606.7575292176351,627.7908757554908,647.2363523610125,665.054658810511,681.22226375353,695.7300752637077,708.5820768885646,719.7939582565409,729.3917642626875,737.4105822527558,743.8932824850692,748.8893234770833,752.4536306308187,754.6455537594123,755.5279067793822,755.1660908583701,753.6273006818535,750.9798121891336,747.292349093445,742.6335247089451,737.0713550259933,730.672838575029,723.5035983704814,715.6275811040365,707.1068087384414,698.0011777186164,688.3683011484333,678.2633894637208,667.7391653516704,656.8458089126159,645.6309293227694,634.1395595280954,622.4141707737738,610.4947040455045,598.4186157642703,586.2209353319861,573.9343323694814,561.5891917188624,549.2136944984493,536.8339036995969,524.4738530005792,512.155637643441,499.89950637561844,487.7239535997156,475.64581100272676,463.6803380509529,451.8413108396635,440.1411088780246,428.5907994708008,417.2002194296615,405.97805390941375,394.93191221892187,384.06840050362337,373.393191237117,362.91108949396175,352.6260960052057,342.5414670228438,332.6597710399184,322.9829424298136,313.5123320819037,304.24875512150095,295.19253581037344,286.34354973030526,277.7012633565357,269.2647711307147,261.032830144475,253.0038925450641,245.17613577387303,237.54749074731998,230.1156680875247
IN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13196052029461394,0.707008096138978,2.210213096468075,5.265688819703054,10.58763501870731,18.92770063847425,31.02522205216551,47.56415761360128,69.13861900558852,96.22758834266386,129.17854889467586,168.19922546427804,213.35633557723799,264.5801247984113,321.67344604584906,384.3242044888165,452.12009753438815,524.564712498303,601.0941878379767,681.0937869191039,763.9138692827074,848.8848689582295,935.331000119921,1022.5825062782255,1109.986350178831,1196.915308256708,1282.7754868960376,1367.012319166725,1449.1151315537857,1528.620391905489,1605.113763801119,1678.2311000999712,1747.6585107918004,1813.1316385136975,1874.4342701879975,1931.396405999736,1983.891898075743,2031.8357613400456,2075.1812485852333,2113.916771205173,2148.0627365855407,2177.6683630769585,2202.8085239509032,2223.580662878495,2240.1018153510513,2252.505763117936,2260.9403421626757,2265.564918961583,2266.548044742674,2264.0652931468544,2258.2972830402264,2249.4278851827685,2237.6426089686415,2223.1271634603545,2206.0661853871147,2186.642125613018,2165.0342847521806,2141.4179880677734,2115.9638894961654,2088.837394545962,2060.1981918984784,2030.1998837489268,1998.989705247872,1966.7083238054274,1933.4897094847202,1899.461068217892,1864.7428301116947,1829.4486856575109,1793.6856632115737,1757.5542416564808,1721.148492687803,1684.5562476841867,1647.85928461173,1611.1335308805558,1574.4492785114066,1537.8714083814953,1501.4596207012287,1465.2686692267525,1429.3485970379802,1393.7449720086283,1358.4991203648299,1323.6483569733514,1289.226211220673,1255.2626475416612,1221.7842798327665,1188.8145791411366,1156.374074159265,1124.4805441762696,1093.1492042430436,1062.392882400731,1032.2221889015323,1002.6456774190054,973.6699983029138,945.3000439823953,917.5390866617576,890.3889084864736,863.8499243838125,837.9212978037418,812.6010496020036,787.8861603192264,763.7726661181522
D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011477921893239546,0.007206657371248673,0.025875389291357086,0.06972963325434936,0.15670356496227594,0.3101213299565162,0.5583376796095709,0.9340705706003771,1.4735147769020547,2.2153214913687744,3.1995190446068467,4.466437303365924,6.055685016019642,8.005216581636077,10.350513142637134,13.123892895464932,16.35395720038666,20.065172421837957,24.277582325215644,29.006642126064264,34.263162742939436,40.05335225255333,46.3789408003216,53.23737511174273,60.622069129726526,68.52269803992183,76.92552393029477,85.81374247176062,95.16784123008682,104.96596146759421,115.18425652193845,125.79724102554933,136.77812632991856,148.09913850860255,159.7318162227319,171.64728653927364,183.81651749548533,196.21054680609217,208.8006866179862,221.55870463741272,234.45698229428552,247.46865087552942,260.56770676236806,273.7291070533008,286.9288469528526,300.1440203632827,313.352865138998,326.53479445753106,339.67041573208655,352.7415384436944,365.73117221018526,378.62351633821424,391.40394202655324,404.058968306513,416.57623272086107,428.9444576577898,441.15341317282343,453.1938770501902,465.0575927770092,476.7372260293053,488.226320198833,499.51925142424295,510.6111835294387,521.4980232160716,532.1763758059864,542.6435017829274,552.8972743407938,562.9361381079755,572.7590691835778,582.365536591405,591.755465231142,600.9292003830097,609.887473801974,618.6313714201348,627.1623026609352,635.4819713560867,643.5923482453675,651.4956450305195,659.1942899471269,666.6909048124404,673.9882835024408,681.0893718078506,687.9972486161785,694.7151083650758,701.2462447111926,707.5940353582312,713.761927987924,719.7534272381189,725.5720826729739,731.221477691373,736.705219321026,742.0269288472529,747.190233227137,752.198757241524,757.0561163392122,761.7659101295973,766.3317164819784,770.7570861916815,775.0455381750932,779.2005551576161
R2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21220887486753412,1.22978299463508,4.146231929394702,10.625955577896367,22.930209448730782,43.90488277838293,76.93736760189901,125.88989640374884,195.01632094802892,288.86860198003666,412.1984240176093,569.858441404348,766.7067678852409,1007.5174846370985,1296.8991858998322,1639.2229196412368,2038.5603169288293,2498.6322359124033,3022.7678687964935,3613.873964890606,4274.413600575075,5006.393768211461,5811.360951181816,6690.403792360789,7644.161940105513,8672.840161807773,9776.226843581137,10953.716040018262,12204.332295260385,13526.757521772655,14919.359292839395,16380.219976155737,17907.1662068426,19497.798267094564,21149.519005254973,22859.561988529294,24625.01864022444,26442.864164011124,28309.982104116563,30223.187431588536,32179.24808296913,34174.904909105404,36206.89001869374,38271.943523835245,40366.82871372419,42488.3456979636,44633.34357326334,46798.73117677969,48981.48649643839,51178.664813563526,53387.405656308474,55604.93864402292,57828.588303039665,60055.77793364796,62284.03260643514,64510.98136390043,66734.35870042734,68952.00539047782,71161.86873135628,73362.0022631836,75550.56502490104,77725.82040126274,79886.13461192732,82029.97488997133,84155.90739345648,86262.59489011623,88348.79425180738,90413.35379211447,92455.21047740876,94473.38703875609,96466.98900934156,98435.20170953344,100377.28719934178,102292.58121583416,104180.49011104729,106040.48780407006,107872.11275926622,109674.96500104271,111448.70317414618,113193.0416571761,114907.74773583023,116592.63884133802,118247.57985858269,119872.48050755436,121467.2928010081,123032.00858051424,124566.65713247748,126071.30288515924,127546.04318725936,128991.00616819158,130406.34867981814,131792.25431908722,133148.93153073802,134476.61178899766,135775.5478569893,137046.01212239618,138288.29500778104,139502.7034538388,140689.55947376313,141849.1987768285,142981.96945922924
G2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1594995632797116,5.425720885031684,15.236233681775607,33.28398915735981,62.334570846705006,105.0869793368775,164.0705367867803,241.57157107970005,339.58445551801907,459.78236750083636,603.5038112010752,771.7515421454823,965.2010490252574,1184.2162002783905,1428.8700580950335,1698.969207090009,1994.0802444732387,2313.557337879617,2656.5699802954164,3022.130262528602,3409.119145881724,3816.311354293598,4242.398619174268,4686.011104196988,5145.736913946353,5620.139651858767,6107.7740414307755,6607.199662113114,7116.992879361035,7635.75706849639,8162.131245700123,8694.797227776111,9232.485446336175,9773.979542638022,10318.119867221158,10863.80600437283,11409.99843585601,11955.719451692084,12500.053408479624,13042.146428045236,13581.205621400353,14116.49791520512,14647.348550359962,15173.139315062752,15693.306567760808,16207.339098942943,16714.775874688185,17215.20369932929,17708.254829502457,18193.60456723215,18670.968855526095,19140.10189621019,19600.79380639175,20052.86832697592,20496.180594046542,20930.614981630803,21356.0830223693,21772.521410881993,22179.89009313045,22578.170443802723,22967.363532666288,23347.488479925087,23718.580899859076,24080.69143140051,24433.884353794056,24778.236285082512,25113.834960843178,25440.778090359207,25759.172287235284,26069.132071347543,26370.778938945616,26664.240497692394,26949.649663427957,27227.143915472356,27496.864607332536,27758.956329747314,28013.56632308714,28260.84393621925,28500.940129050934,28734.00701607153,28960.19744832581,29179.66463136534,29392.561776839524,29599.041785502537,29799.25695952584,29993.358742117234,30181.497482556224,30363.822224860993,30540.480518404533,30711.618248895873,30877.379488236875,31037.906361855574,31193.338932203453,31343.815097186354,31489.47050237701,31630.438465931387,31766.849915201365,31898.833334102786,32026.51472036068,32150.01755181266,32269.46276100732,32384.96871738683
H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9334.701136603757,27179.538142744605,52770.95522010533,85402.0219108261,124418.36244027101,169214.37613623604,219229.7281296425,273946.09102715924,332884.11962549563,395600.6420178837,461686.0516325609,530761.8858474063,602478.577850344,676513.3693673387,752568.372764008,830368.7718479112,909661.151460972,990211.9466594254,1071806.0029360491,1154245.239549854,1237347.4085952176,1320944.942968773,1404883.8868810919,1489022.9030140224,1573232.3508459479,1657393.4310585314,1741397.391301869,1825144.788932367,1908544.8066509643,1991514.617260231,2073978.7940290205,2155868.7634041933,2237122.2970418525,2317683.0403468222,2397500.0749099385,2476527.512419206,2554724.1177940583,2632052.959452743,2708481.0847721864,2783979.218938323,2858521.4855136387,2932085.1471682037,3004650.365131504,3076199.9760254407,3146719.284834593,3216195.8728587134,3284619.419574965,3351981.5374140283,3418275.6185253863,3483496.692673151,3547641.295465175,3610707.34617515,3672694.0344703044,3733601.715406434,3793431.8120976244,3852186.72551037,3909869.750871131,3966485.0002128975,4022037.3306202246,4076532.2777637215,4129975.994344186,4182375.1930937534,4233737.094006624,4284069.375495356,4333380.129190437,4381677.818121047,4428971.238033658,4475269.481622518,4520581.905462246,4564918.099447742,4608287.858560577,4650701.156793955,4692168.123080343,4732699.019077049,4772304.218675348,4810994.189108417,4848779.473542234,4885670.675041902,4921678.441813584,4956813.45362934,4991086.409348826,5024508.015457982,5057088.975550543,5088839.980683525,5119771.700542804,5149894.775359421,5179219.808521589,5207757.359831251,5235517.939357753,5262512.001844579,5288749.941628286,5314242.088031661,5338998.701195912,5363029.968319196,5386346.000271139,5408956.828555208,5430872.402592807,5452102.587304836,5472657.160968235,5492545.813326623,5511778.143935674,5530363.660725235,5548311.778761544,5270356.059586067
S3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.171527065254296,154.6394221470871,372.1107732603024,716.4593290647117,1207.2658984938084,1860.3156930273942,2688.05393992298,3700.001395649013,4903.131624409061,6302.212081967928,7900.111165262746,9698.073459256962,11695.965440271,13892.493885819338,16285.399200914753,18871.625805691227,21647.471644445428,24608.718776685768,27750.746900829035,31068.631544544114,34557.22853559286,38211.24624600886,42025.30698274046,45993.99878117571,50111.918745577634,54373.70897336208,58774.08599902332,63307.864598786706,67969.9767089684,72755.48612960984,77659.59961015773,82677.67484560491,87805.22584934247,93037.92611269414,98371.60991036615,103802.27206548522,109326.06644713688,114939.30343698076,120638.44656923649,126420.10851974625,132281.04659458337,138218.15784646862,144228.47392777033,150309.15577182206,156457.48817942833,162670.87437450868,168946.83058163102,175282.98066851305,181677.05088824133,188126.8647488139,194630.3380315063,201185.47397436484,207790.35863272857,214443.15642497016,221142.1058685347,227885.51550876498,234671.7600408596,241499.27662355552,248366.56138170382,255272.16609376943,262214.6950593895,269192.80214143684,276205.18797651835,283250.5973474738,290327.8167111933,297435.67187493376,304573.0258142561,311738.77662572265,318931.85560756235,326151.225461632,333395.8786101531,340664.8356208882,347957.14373462315,355271.8754890426,362608.1274333159,369965.0189279496,377341.69102470204,384737.305421601,392151.0434883427,399582.1053575913,407029.70907792915,414493.0898244364,421971.4991630984,429464.204365453,436970.48777009564,444489.6461878565,452020.9903476534,459563.84438020445,467117.5453369575,474681.4427417552,482254.8981729115,489837.284873523,497427.98738797713,505026.4012227516,512631.9325297254,520243.99781033746,527862.0236390412,535485.4464046081,543113.7120679298,550746.2759350631,558382.6024443469,566022.1649665025,784226.9740719097
E3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20322092596634478,0.9501173047496861,2.664435387334303,5.809800278247311,10.855458633836538,18.24993094373785,28.401442040536093,41.66410366512866,58.32892133465141,78.61879112122236,102.68674109490351,130.6167573295932,162.42661534554284,198.07221430384573,237.45298276220012,280.4179909745698,326.7724652926358,376.2844550476133,428.69145132683025,483.7068003988566,541.0257923758406,600.3313383083962,661.2991766275069,723.602573064851,786.9164973099903,850.921275123759,915.3057268441647,979.7698126045641,1044.0268115244132,1107.8050669956278,1170.8493333083732,1232.9217605433375,1293.8025551753733,1353.2903534259674,1411.2023432785195,1467.374169410788,1521.659653255813,1573.9303581040006,1624.075026710235,1671.9989163564192,1717.6230538096404,1760.883430162131,1801.7301531810815,1840.1265725630851,1876.0483913992007,1909.4827752244792,1940.4274682563569,1968.8899248207922,1994.8864625208396,2018.441442414118,2039.586480325842,2058.359692423826,2074.8049773113084,2088.971336142255,2100.912231621503,2110.6849862083545,2118.3502193869385,2123.9713234902392,2127.6139772580627,2129.345696063947,2129.235417554288,2127.3531212976586,2123.769480936909,2118.555547265347,2111.7824606058693,2103.5211908536876,2093.8423035451506,2082.8157503335224,2070.5106822842404,2056.9952844444274,2042.3366301919193,2026.6005539257233,2009.851540720969,1992.1526316355596,1973.5653434216558,1954.1496014618392,1933.9636848164243,1913.0641823342853,1891.5059588441516,1869.3421305062043,1846.624048464625,1823.4012900002756,1799.7216564387372,1775.6311771224102,1751.1741188061815,1726.3929998843093,1701.3286089016344,1676.0200268450615,1650.5046527515028,1624.8182322062205,1598.9948883408235,1573.0671549731715,1547.0660115621981,1521.020919679312,1494.9598607246533,1468.9093746411995,1442.8945994026253,1416.939311072025,1391.0659642482258,1365.2957327345287,1339.6485502814255,1314.1431512702393
I3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007886030453927132,0.043411734190937364,0.13940825239717136,0.3411032979095795,0.7042268981455395,1.29241749480758,2.1743106516386144,3.420587664223112,5.101178112680098,7.282744954369164,10.026529921053822,13.386598118369132,17.408491624046295,22.12828070522731,27.571986481877627,33.75533915866344,40.68383024734708,48.35301460011415,56.74901781877661,65.8492060746536,75.622978061512,86.03264229886896,97.03434697798329,108.57903374147253,120.61339101287902,133.08078659784297,145.92216315839963,159.07688374476712,172.48351781064497,186.08056101601093,199.8070846300628,213.60331249344756,227.4111252997439,241.1744934343123,254.8398407912994,268.35634290632316,281.676163423611,294.7546333923228,307.55037818662,320.0253969952442,332.1450998543962,343.87830712572907,355.19721617004956,366.07733975520944,376.4974204796409,386.4393252047872,395.88792318192156,404.8309512412286,413.2588690914874,421.16470746361597,428.5439115257217,435.3941817049446,441.7153137750653,447.5090398104614,452.77887136771994,457.5299460366065,461.7688783022387,465.5036154799102,468.7432993224458,471.498133756424,473.77925907707225,475.59863282103595,476.9689174403743,477.9033748188549,478.41576760171125,478.52026725132646,478.23136869267853,477.56381137275497,476.53250652649695,475.1524704172187,473.4387633009876,471.4064338513319,469.07046877213565,466.44574732200994,463.5470004721967,460.38877442162783,456.9853981966462,453.3509550686757,449.4992575304285,445.44382557973347,441.1978680694814,436.7742668922575,432.1855637787678,427.44394949998,422.56125527384415,417.5489461884034,412.4181164639527,407.1794863875612,401.8434007636805,396.41982873465633,390.9183648347097,385.3482311503177,379.71828046889055,374.03700030618705,368.3125177110373,362.55260475363923,356.7646846109721,350.9558381697296,345.1328110736263,339.3020211479873,333.46956614020087
A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03276648544722584,0.1845161118585696,0.6059909634406766,1.516046265692076,3.19955656521162,6.001165942040522,10.316158207573118,16.579501382767482,25.25392472530467,36.81771423592525,51.7527622002205,70.5332763002764,93.61544259189633,121.4282426293749,154.3655466744989,192.7795407015789,236.97549328129156,287.20782791027375,343.67743552852437,406.5301394874044,475.85620984225136,551.6908143900516,634.0152893047641,722.7591115996394,817.8024581340485,918.979240753754,1026.0805137802158,1138.858157912244,1257.0287532244197,1380.2775629721257,1508.262559044077,1640.618428903498,1776.960512546389,1916.8886262442943,2059.9907375338794,2205.8464630040107,2354.030366877764,2504.115044178942,2655.6739774148673,2808.2841602176504,2961.5284852931377,3114.997897366,3268.2933146213704,3421.0273244714404,3572.825661364101,3723.328475844669,3872.191405224582,4019.0864570446,4163.702717084104,4305.746893999605,4444.943712808717,4581.036169401816,4713.785658090777,4842.971983917752,4968.393271069664,5089.865778295699,5207.2236317230545,5320.3184849255595,5429.019115533572,5533.210967092704,5632.795644292721,5727.690369104235,5817.8274047856985,5903.1534541619985,5983.629038032625,6059.227859045004,6129.936155869558,6195.752052038962,6256.684903365928,6312.75464743232,6363.9911582475,6410.4336088055425,6452.129843928645,6489.135765467283,6521.514731635403,6549.336971990314,6572.679019320936,6591.623159483464,6606.25690001923,6616.672458204434,6622.96626901423,6625.2385133332655,6623.592666610082,6618.135068032625,6608.974510195418,6596.221849134771,6579.989634525644,6560.391759761601,6537.543131576807,6511.559358815303,6482.556459907211,6450.650588573234,6415.9577772471575,6378.593697680451,6338.673438172862,6296.311296857537,6251.620590458295,6204.713477929557,6155.700798385898,6104.691922727661,6051.794618371275
IH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044630193482723116,0.002800384429695835,0.010045266713419414,0.02703674614258456,0.06066655990013613,0.11984117962778859,0.21530072693689667,0.3593125525796447,0.5652770501505882,0.8472819023394647,1.2196370241808312,1.6964172402585591,2.291034061997962,3.0158523676165356,3.88186266753642,4.898415147893347,6.073017905863956,7.41119873447605,8.91642744770661,10.590093997966017,12.431536451797633,14.438112174282036,16.605305246964434,18.926863131054663,21.394955816720717,24.000351107961862,26.732600226694448,29.580228533611102,32.53092681940321,35.57173928779117,38.689245007863136,41.869730239701695,45.099349621425596,48.36427473907633,51.65082907822131,54.945608775538616,58.235588950030774,61.508215698625975,64.75148409275292,67.95400271487702,71.105045431371,74.19459121516624,77.21335291319116,80.15279590437835,83.00514761856168,85.76339888916222,88.42129809712918,90.97333903374762,93.4147433688599,95.74143856160734,97.95003199544496,100.03778206002853,102.00256684140186,103.84285102020178,105.55765151655613,107.14650236093306,108.60941921315435,109.94686389766441,111.15970927234314,112.24920470092141,113.21694235554227,114.06482453625442,114.79503215819867,115.40999452485956,115.9123604768674,116.30497098027793,116.59083319583146,116.77309605118907,116.85502732133821,116.839992208032,116.73143339705229,116.53285256204991,116.24779327550894,115.87982528080516,115.43253007419779,114.90948774173168,114.31426499327505,113.65040433412553,112.92141431365214,112.13076079017759,111.28185915163586,110.37806743236459,109.42268026762274,108.41892362898352,107.36995028557234,106.27883593814002,105.14857597513029,103.98208280217345,102.78218369877649,101.55161915835119,100.29304167009896,99.0090149036306,97.70201325952316,96.3744217512883,95.02853618643591,93.66656361645246,92.29062302756991,90.90274624617176,89.50487903456508,88.09888235463868
IN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008974946733191268,0.005702369473688569,0.020705753450655385,0.05639460233206868,0.12801238016010702,0.25573973763901225,0.46451653625458067,0.7835548967623047,1.245607520793088,1.8860604528895741,2.7419178398037065,3.850740453633291,5.249591518851161,6.9740339909023294,9.057213778547542,11.529054102443244,14.41557764048164,17.738365564228456,21.514156136803837,25.75458024890427,30.46602708248387,35.649629935444196,41.30136001423477,47.41221458937849,53.96848519146277,60.95209138339282,68.34096596595698,76.10947815417816,84.2288822083712,92.66778013466941,101.39258831510637,110.3679992286109,119.5574307336923,128.923456663203,138.42821370224897,148.03378066072017,157.70252729737473,167.39743079392656,177.08235881083317,186.72231878091588,196.28367371500875,205.73432531023036,215.04386557256095,224.18369849867145,233.1271336155616,241.84945335901864,250.32795639174353,258.54197902755635,266.4728969473741,274.1041093731633,281.42100781474227,288.4109314274742,295.0631109222273,301.3686028575293,307.32021602201877,312.9124314868975,318.1413177763709,323.0044424717294,327.50078143401976,331.63062670298007,335.39549400748814,338.79803070627264,341.84192486785093,344.5318160961084,346.87320861294046,348.8723870220693,350.53633509850874,351.8726578760478,352.8895072403208,353.5955111772316,353.999706775337,354.1114770358801,353.9404915050692,353.4966507095021,352.7900343468898,351.8308531600157,350.6294044017547,349.19603078256154,347.54108277873814,345.6748841696374,343.60770066441535,341.3497114736864,338.9109836781709,336.3014492448877,333.53088454138106,330.6088921996673,327.54488518383255,324.3480729183356,321.02744933790206,317.59178272429864,314.0496072001232,310.4092157549239,306.67865468437776,302.8657193288286,298.97795100313556,295.02263501545724,291.00679967824107,286.93721622025527,282.82039951396655,278.6626095378896
D3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.80640583786478e-06,5.678880016404181e-05,0.00023249368198334736,0.0007054018108850156,0.0017665394632479334,0.003862718778771459,0.007628610701931841,0.013913458221496505,0.02380089477499201,0.038620965835854476,0.05995401604843524,0.08962657718786962,0.12969976594348492,0.18245097693210366,0.25034984320382725,0.3360295448201841,0.44225458830368614,0.5718861685225489,0.7278461719395622,0.9130807971070768,1.1305246644936464,1.3830661714192058,1.6735147258706005,2.0045703707356153,2.378796191766757,2.798593791507224,3.266182009675621,3.7835789795084898,4.352587530037065,4.97478387643362,5.651509484197074,6.383865947539675,7.172712687146326,8.018667246615973,8.922107949383415,9.88317866774461,10.901795451754294,11.977654767247234,13.110243098121826,14.298847677452294,15.542568124176261,16.840328776332694,18.19089152748004,19.592868989467387,21.044737821703585,22.54485208408664,24.091456487502942,25.682699432031104,27.316645738492007,28.991288993628757,30.704563442874164,32.454355377302505,34.23851397293163,36.05486155103127,37.901203237515624,39.77533600788099,41.67505711153447,43.59817187579805,45.54250089542216,47.50588661816648,49.486199340968454,51.48134263448686,53.48925821644494,55.50793029626814,57.53538941507655,59.5697158062104,61.60904230219296,63.65155681441982,65.69550441195437,67.73918902564968,69.78097480344567,71.81928714214432,73.85261342027512,75.87950345585834,77.89856971197831,79.90848727211696,81.9079936061869,83.89588814716186,85.87103169714284,87.83234568063591,89.77881126175885,91.70946834105159,93.62341444654326,95.51980353273431,97.39784470018972,99.25680084751214,101.09598726657434,102.91477019104106,104.71256530740152,106.48883623696685,108.24309299656113,109.97489044495029,111.68382672140972,113.36954168222731,115.03171534037358,116.67006631304248,118.28435028127466,119.87435846541743,121.43991611975135
