county,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28
MI-Macomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,8,10,55,87,102,141,176,226,282,349,406,536,622,730,855,1090,1334,1562,1840,2005,2162,2419,2631,2788,2978,3169,3259,3423,3625,3797,3998,4151,4257,4366,4431,4550,4637,4876,5045,5163,5228,5276,5374,5471,5556,5670,5716,5807,5807,5847,5892,5939,6030,6093,6118,6143,6179,6227,6330,6377,6410,6452,6465,6480,6511,6545,6572,6609,6628,6645,6660,6693,6726,6761,6771,6842,6855,6870,6927,6949,6985,6989,6992,6997,7000,7000,7006,7016,7035,7050,7060,7091,7102,7112,7123,7146,7152,7165,7175,7191,7225,7252,7271,7297,7317,7359,7428,7469,7502,7521,7541,7580,7625,7651,7690,7739,7784,7830,7877,7922,8037,8138,8211,8271,8353,8418,8504,8586,8649,8752,8779,8891,8983,9055,9166,9314,9448,9565,9602,9722,9834,9932,10042,10205,10339,10433,10545,10676,10794,10953,11084,11221,11316,11405,11484,11621,11674,11674,11879,12016,12154,12255,12360,12454,12562,12562,12755,12780,12883,12936,13031,13104,13190,13190,13302,13348,13433,13511,13599,13673,13673,13760,13797,13827,13875,13927,13971,13971,14121,14163,14229,14327,14400,14478,14478,14628,14718,14819,14909,14995,15107,15107,15267,15334,15445,15577,15755,15911,15911,16065,16162,16319,16548,16751,16870,16870,17076,17215,17368,17557,17709,18025,18025,18337,18548,18829,19127,19402,19730,19730,20380,20637,21032,21713,22085,22667,22667,23498,24286,24953,25608,26321,27199,27199,28258,29063,29617,30211,31164,31828,31828,32870,33544,33969,33969,35814,36580,36580,37706,38354,39244,39814,40660,41276,41276,42105,42764,43311,43848,44256,44660,44660,45245,45847,46225,46561,46883,47155,47155,47532,47764,48060,48060,48060,48676,48676,48885
MI-Oakland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,11,16,25,31,82,139,226,279,329,398,514,643,775,945,1155,1319,1530,1764,2107,2391,2761,3018,3277,3638,4014,4299,4553,4832,5132,5253,5421,5732,5957,6203,6343,6470,6560,6649,6790,6968,7176,7378,7472,7537,7542,7672,7852,7998,8184,8245,8295,8324,8389,8482,8579,8672,8730,8787,8880,8980,9121,9330,9464,9511,9555,9636,9763,9908,10010,10109,10197,10244,10267,10355,10439,10535,10627,10656,10781,10836,10921,10999,11095,11205,11215,11235,11256,11262,11262,11283,11286,11298,11306,11313,11372,11384,11425,11485,11667,11685,11740,11791,11805,11826,11843,11886,11916,11942,12017,12051,12108,12160,12208,12233,12254,12320,12408,12488,12568,12642,12700,12752,12814,13022,13171,13260,13329,13398,13442,13492,13644,13711,13782,13823,14035,14111,14200,14362,14494,14614,14721,14777,14861,14950,15030,15176,15292,15427,15501,15615,15751,15876,16083,16236,16378,16469,16547,16639,16794,16885,16885,17106,17225,17358,17459,17579,17694,17794,17794,17996,18053,18168,18247,18351,18455,18513,18513,18672,18746,18888,18972,19272,19348,19348,19466,19549,19624,19751,19828,19884,19884,20089,20178,20235,20346,20442,20543,20543,20650,20771,20854,20922,20993,21107,21107,21241,21358,21464,21592,21730,21878,21878,22033,22179,22324,22571,22752,22931,22931,23165,23394,23608,23827,24025,24343,24343,24730,25069,25563,25903,26259,26579,26579,27476,27839,28199,28831,29154,29849,29849,30859,31563,32406,33092,33906,34658,34658,36020,36983,37587,38325,39629,40381,40381,41470,42349,42850,42850,44624,45701,45701,46874,47475,48402,49136,50014,50593,50593,51468,52330,52856,53510,54042,54497,54497,55183,55885,56343,56825,57285,57698,57698,58249,58636,58949,58949,58949,59724,59724,60147
MI-Wayne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,8,14,14,24,45,68,103,478,639,878,1125,1392,1814,2322,2712,3206,3752,4503,5111,6142,6809,7574,8332,9115,9707,10179,10628,11045,11259,11746,12308,12645,12647,13340,13582,13805,14027,14035,14692,15154,15593,15599,15944,16078,16392,16723,16986,17235,17396,17593,17640,17746,17952,18071,18246,18390,18506,18645,18734,18870,19272,19397,19542,19592,19664,19837,20002,20120,20205,20305,20380,20426,20554,20640,20708,20883,20917,21079,21114,21143,21225,21281,21499,21512,21521,21555,21562,21570,21629,21660,21711,21749,21793,21805,21897,21941,21995,22085,22139,22180,22245,22324,22453,22479,22579,22621,22662,22767,22855,22991,23054,23123,23182,23259,23435,23597,23701,23811,23898,23996,24076,24270,24525,24760,24915,25051,25136,25227,25410,25520,25649,25770,25877,26084,26161,26331,26689,26924,27067,27183,27234,27377,27564,27688,27836,27955,28090,28163,28273,28423,28423,28690,28877,29062,29111,29217,29394,29517,29622,29622,29854,30013,30166,30333,30595,30820,30955,30955,31153,31231,31357,31483,31607,31825,31958,31958,32278,32376,32621,32852,33113,33251,33251,33511,33653,33790,33948,34034,34082,34082,34302,34421,34582,34759,34903,35021,35021,35141,35295,35456,35588,35704,35863,35863,36053,36237,36376,36538,36661,36870,36870,37061,37236,37426,37702,37951,38146,38146,38435,38664,38910,39100,39324,39660,39660,40023,40396,40861,41345,41731,42172,42172,42937,43349,43856,44421,44888,45576,45576,46513,47363,48200,48941,49785,50486,50486,51956,52958,53764,54721,56100,57090,57090,58350,59290,59905,59905,62273,63606,63606,65120,65852,67054,67996,69382,70231,70231,71501,72692,73376,74378,75084,75798,75798,76765,77742,78331,78997,79656,80290,80290,81138,81743,82216,82216,82216,83383,83383,83901
MN-Hennepin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,22,24,28,32,45,52,57,89,103,111,128,141,152,171,190,204,218,235,242,252,267,280,310,344,375,415,464,557,557,558,651,651,806,875,924,975,1013,1073,1132,1200,1287,1332,1416,1524,1633,1738,1829,1980,2151,2298,2519,2764,2962,3153,3379,3558,3744,4033,4183,4331,4674,4930,5158,5409,5650,5838,6029,6350,6649,6918,7168,7421,7540,7695,7932,8181,8393,8514,8591,8738,8867,9099,9255,9372,9480,9567,9674,9815,9934,10069,10191,10281,10323,10415,10512,10607,10705,10830,10920,10988,11057,11178,11308,11415,11556,11656,11796,11892,12048,12150,12150,12329,12456,12597,12703,12867,13054,13328,13568,13697,13790,13948,14125,14348,14495,14734,14835,15125,15273,15537,15810,16067,16316,16506,16661,16881,17092,17316,17547,17789,18009,18197,18393,18641,18774,19057,19271,19472,19569,19677,19873,20063,20251,20469,20625,20722,20853,21050,21270,21466,21670,21846,21934,22044,22305,22520,22736,22984,23134,23209,23372,23569,23798,24026,24155,24299,24385,24433,24433,24433,24611,24788,24944,25018,25093,25264,25454,25628,25857,26054,26147,26264,26447,26706,26960,27177,27372,27557,27728,27873,28158,28440,28645,28843,29045,29207,29404,29661,29929,30218,30456,30698,30923,31161,31472,31749,32050,32336,32544,32743,33024,33310,33719,34033,34290,34657,34988,35484,36126,36580,36936,37513,38272,38911,39724,40559,41436,42695,43570,44547,45372,46555,47534,49262,50352,51712,52689,53486,54662,55721,56816,57926,59003,60524,61651,61651,62433,64142,66164,67336,67913,68898,70069,71192,72366,73512,74735,75353,76278,76902,77579,78430,79134,79756,80287,80696,81200,81645,82158,82734,83133,83520,83795,84116,84116,84526,85143,85354
MO-St. Louis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,5,7,8,14,22,40,100,120,148,230,302,334,354,556,640,751,827,914,995,1055,1245,1364,1467,1573,1721,1804,1845,1915,1968,2045,2137,2215,2295,2347,2419,2499,2576,2712,2808,2893,2972,3037,3106,3161,3274,3376,3445,3527,3573,3643,3772,3826,3888,3941,3969,4006,4046,4137,4193,4278,4325,4350,4401,4432,4509,4557,4621,4650,4723,4762,4831,4887,4933,4980,5014,5047,5094,5121,5190,5229,5262,5305,5323,5373,5427,5455,5460,5460,5506,5536,5604,5653,5669,5731,5769,5825,5850,5878,5941,6004,6092,6201,6293,6357,6446,6582,6616,6682,6755,6837,6887,6931,7066,7284,7469,7586,7761,7809,7897,8140,8300,8561,8739,8862,8990,9114,9361,9624,9944,10319,10687,11210,11507,11595,12018,12548,12880,13162,13271,13474,13788,14074,14362,14563,14666,14785,14941,15284,15485,15872,16133,16409,16614,16764,16968,17094,17294,17517,17721,17872,17975,18210,18334,18507,18774,19071,19278,19432,19665,19852,20039,20174,20351,20574,20735,20839,21001,21187,21343,21588,21831,21914,22090,22241,22386,22556,22729,22833,22992,23137,23297,23427,23688,23912,24104,24207,24425,24573,24707,24885,24994,25110,25302,25416,25572,25709,25937,26134,26342,26517,26675,26881,27050,27472,27603,27900,28239,28380,28626,28842,29143,29396,29588,29962,30135,30566,30852,31357,31585,31992,32500,32801,33375,33920,34593,35219,35624,36172,37016,37658,38620,39554,40359,40982,42043,42841,43581,44194,44897,45635,46357,46954,47884,48786,49567,50033,50729,51324,51819,52421,52993,53688,54376,55278,55883,56500,57091,57538,58197,58921,59470,60065,60837,61500,61978,62531,63160,63872,64375,64879,65266,65794,66284,66284,66843,67120,67459
NE-Douglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,4,9,12,16,16,16,19,19,23,23,25,34,34,39,43,44,44,51,57,75,85,101,116,124,131,144,159,159,181,198,214,228,239,242,251,251,259,266,266,280,291,296,310,327,362,382,419,476,484,580,656,744,825,878,944,1049,1113,1221,1342,1501,1551,1616,1668,1779,1960,2093,2305,2362,2446,2583,2692,2798,2881,3024,3094,3186,3329,3583,3736,3955,4073,4198,4331,4476,4640,4769,4893,4982,5032,5092,5164,5245,5403,5540,5611,5668,5734,5850,5953,6058,6169,6234,6299,6386,6461,6524,6588,6706,6878,6962,7019,7084,7146,7200,7312,7392,7456,7500,7596,7684,7773,7864,7954,8024,8113,8233,8357,8409,8539,8570,8610,8715,8900,9022,9180,9381,9465,9558,9712,9810,9894,10050,10241,10340,10480,10611,10719,10875,11022,11139,11190,11270,11354,11532,11608,11802,11929,12035,12065,12137,12249,12302,12421,12498,12569,12619,12715,12815,12944,13095,13207,13338,13431,13482,13559,13671,13783,13852,13903,13919,13939,14042,14158,14262,14348,14416,14448,14563,14648,14751,14887,15003,15107,15184,15238,15349,15495,15615,15687,15850,16013,16150,16283,16424,16600,16817,16924,17075,17174,17352,17533,17736,17736,18190,18314,18445,18650,18878,19190,19574,19799,20025,20314,20455,20690,20992,21288,21439,21606,21816,22081,22381,22806,23112,23376,23605,23894,24260,24745,25328,25917,26422,26825,27384,28070,28603,29397,30084,30538,30815,32192,32969,33889,34680,35258,35661,35854,36384,36384,36925,38831,39133,39555,39962,40622,41213,41855,42448,42896,43779,44222,44591,45054,45478,46012,46370,46634,47112,47242,47761,48112,48619,49045,49271,49676,49946,50341,50726,50962,51281,51342,51591,51946
NV-Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,5,8,16,16,16,35,42,42,69,126,126,126,126,212,249,350,443,443,528,753,869,961,1125,1279,1418,1519,1608,1734,1878,2009,2144,2144,2324,2444,2509,2559,2559,2738,2882,2940,2998,3099,3218,3314,3443,3570,3665,3717,3793,3891,3979,4118,4225,4274,4411,4411,4473,4573,4573,4704,4750,4762,4869,5045,5045,5235,5298,5366,5463,5463,5650,5734,5815,5815,6140,6182,6226,6287,6352,6457,6579,6657,6719,6845,6923,7056,7186,7331,7483,7592,7799,7915,8100,8314,8556,8735,8815,9157,9318,9535,9852,10259,10486,10774,11186,11481,11878,12204,13174,13910,14607,15095,15604,16180,17028,17707,18442,18818,19654,20126,20622,21449,22286,23048,23803,24824,25611,26926,28189,29304,30432,31312,32025,33057,34209,35000,35786,36593,37492,38534,39345,40193,41245,42167,43147,44066,44997,45563,46184,46990,47739,48466,49151,49646,50081,50569,51457,52239,52867,53458,54076,54353,54795,55521,56010,56464,56796,57131,57283,57756,58292,58789,59153,59420,59716,59857,60144,60514,60819,61237,61476,61543,61642,61871,62057,62402,62650,62812,62952,63077,63301,63603,63877,64160,64288,64470,64895,65175,65583,66009,66262,66620,66899,67176,67499,68162,68580,68851,69151,69498,69801,70121,70730,71325,71633,72048,72439,72742,73154,73737,74544,74950,75410,75888,76244,76817,77426,78162,78897,79240,79782,80104,80794,81684,82362,82966,83419,84129,84872,85641,86673,88015,88673,89256,90125,90885,91859,93073,94640,95517,96391,97608,98930,100552,101933,103499,104624,106033,108252,109827,111485,112894,114691,115190,116346,118412,120009,121863,123691,126066,127819,129427,131510,133642,135296,137100,139053,141231,142937,144834,146723,148411,150467,152291,153951,155478,156166,158750,160569,161913,163484,164673,165318
NJ-Bergen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,7,11,13,15,25,25,61,84,114,195,249,363,457,609,701,819,1206,1505,1838,2169,2482,2909,3494,4099,4866,5760,6187,6862,7533,7874,8343,8928,9362,9784,10092,10426,10848,11409,11863,12163,12639,13011,13356,13686,14049,14363,14738,14965,15104,15251,15446,15610,15830,15974,16185,16282,16460,16520,16609,16709,16804,16929,17028,17091,17150,17150,17195,17246,17361,17459,17522,17522,17583,17653,17668,17804,17901,17963,18023,18158,18223,18223,18272,18302,18333,18376,18408,18463,18492,18512,18538,18573,18667,18719,18743,18805,18818,18848,18901,18928,18949,18967,18996,19010,19037,19069,19097,19167,19264,19275,19354,19375,19423,19445,19474,19532,19562,19625,19655,19676,19732,19771,19827,19847,19871,19891,19907,19927,19950,19966,19979,19980,20034,20052,20099,20133,20162,20192,20226,20280,20341,20391,20412,20472,20494,20521,20552,20609,20639,20669,20694,20751,20794,20825,20864,20899,20940,21058,21120,21195,21277,21303,21307,21307,21307,21316,21326,21352,21395,21436,21454,21474,21520,21557,21600,21665,21691,21724,21752,21755,21788,21816,21844,21872,21894,21925,21935,21966,21995,21999,22030,22087,22119,22145,22168,22197,22251,22276,22304,22331,22363,22406,22439,22473,22510,22579,22633,22692,22734,22774,22827,22876,22959,23031,23107,23173,23221,23323,23391,23495,23569,23639,23738,23845,23945,24066,24172,24259,24408,24527,24648,24795,24890,25027,25235,25366,25526,25677,25852,26065,26170,26382,26714,26924,27060,27361,27678,28085,28436,28821,29223,29409,29800,30224,30666,31006,31447,31851,32245,32581,32912,33328,33875,34083,34583,34871,35327,35726,36226,36840,37350,37893,38227,38602,38879,39303,39588,40115,40483,40879,41216,41641,42008,42401,42751,43119,43370,43707,44166,44626,45064,45360,45585,45840
NJ-Burlington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,5,5,10,14,17,21,26,36,42,48,64,88,115,142,178,202,255,294,367,469,547,646,733,801,883,954,1031,1095,1155,1207,1261,1326,1366,1456,1587,1663,1765,1878,1969,2054,2153,2333,2407,2543,2606,2690,2769,2879,3043,3100,3207,3235,3367,3431,3531,3574,3665,3697,3726,3782,3849,3875,3937,3986,4000,4058,4097,4217,4252,4308,4355,4381,4432,4476,4519,4567,4627,4657,4680,4700,4725,4746,4769,4785,4798,4808,4826,4832,4848,4866,4876,4894,4929,4935,4954,4981,4994,5023,5046,5056,5068,5084,5092,5125,5136,5142,5168,5189,5221,5238,5243,5262,5277,5295,5306,5316,5332,5360,5375,5382,5412,5419,5430,5430,5440,5442,5450,5478,5490,5502,5533,5567,5594,5642,5684,5721,5732,5781,5812,5831,5846,5880,5907,5927,5952,5977,6007,6025,6042,6069,6094,6108,6128,6145,6159,6175,6201,6228,6247,6260,6274,6287,6304,6314,6327,6354,6370,6382,6395,6421,6457,6499,6521,6541,6559,6581,6606,6623,6641,6661,6694,6716,6747,6782,6801,6830,6862,6901,6930,6946,6974,7006,7036,7064,7098,7127,7145,7169,7184,7208,7248,7281,7306,7327,7343,7367,7442,7484,7508,7545,7559,7598,7662,7703,7730,7776,7825,7885,7928,7978,8028,8075,8160,8201,8280,8334,8416,8486,8587,8623,8721,8794,8851,8961,9020,9126,9265,9355,9504,9630,9728,9858,10065,10222,10527,10632,10849,11020,11225,11411,11699,11996,12174,12544,12817,13020,13217,13284,13636,13803,14017,14203,14374,14647,14990,15305,15547,15785,15997,16264,16422,16736,16874,17179,17392,17630,17812,17941,18184,18466,18654,18945,19213,19517,19763,20061,20147,20326
NJ-Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,8,13,13,15,22,33,51,61,73,95,123,163,200,228,289,343,406,481,556,645,736,838,990,1072,1180,1270,1401,1477,1587,1734,1807,1918,2131,2255,2379,2528,2683,2750,2870,2983,3124,3285,3385,3519,3646,3773,3973,4073,4251,4307,4479,4619,4758,4870,4959,5043,5099,5172,5255,5381,5455,5573,5644,5738,5818,5923,5953,6024,6103,6171,6227,6292,6350,6425,6510,6543,6603,6645,6663,6732,6785,6799,6827,6849,6903,6938,6952,6986,7018,7025,7040,7047,7061,7088,7117,7135,7153,7163,7185,7212,7245,7278,7284,7297,7317,7368,7406,7419,7434,7479,7496,7536,7573,7600,7631,7670,7692,7716,7746,7775,7786,7791,7818,7829,7845,7867,7888,7910,7952,8026,8087,8130,8167,8225,8240,8301,8334,8357,8375,8400,8442,8464,8499,8525,8562,8580,8614,8645,8689,8733,8774,8793,8820,8845,8882,8899,8920,8938,8961,8979,9001,9020,9054,9093,9116,9142,9157,9178,9198,9237,9270,9292,9311,9336,9355,9384,9413,9445,9460,9476,9506,9534,9563,9607,9633,9667,9707,9729,9748,9765,9799,9823,9860,9888,9907,9927,9962,9996,10035,10085,10124,10149,10170,10199,10286,10374,10418,10470,10494,10553,10590,10646,10695,10739,10835,10908,10946,11007,11071,11115,11239,11280,11336,11407,11519,11617,11729,11799,11988,12060,12172,12328,12497,12662,12899,13020,13219,13419,13638,13913,14166,14464,14863,15032,15295,15517,15830,16103,16540,16862,17111,17379,17673,18007,18378,18497,18956,19249,19501,19842,20231,20727,21071,21578,21793,22191,22443,22740,22973,23486,23633,24003,24248,24539,24872,25116,25404,25781,25955,26272,26533,26850,27150,27459,27618,27739
NJ-Essex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,7,20,32,45,63,73,107,172,273,342,381,609,826,1086,1227,1564,1900,2262,2617,3067,3584,4082,4493,5078,5598,6069,6580,7007,7410,7634,8212,8579,9084,9672,9901,10304,10729,11128,11387,11811,12110,12520,12863,13047,13190,13445,13682,13994,14248,14521,14621,14840,14951,15215,15350,15544,15646,15727,15826,15905,15905,16103,16151,16204,16712,16747,16952,16980,17014,17160,17214,17248,17279,17338,17516,17561,17594,17649,17733,17761,17813,17912,18019,18066,18077,18117,18151,18206,18234,18295,18336,18364,18375,18388,18421,18499,18533,18533,18551,18578,18592,18617,18637,18666,18696,18716,18731,18758,18771,18804,18842,18859,18887,18895,18918,18920,18928,18954,18988,19008,19039,19058,19100,19119,19119,19119,19119,19121,19153,19173,19198,19228,19263,19310,19335,19376,19428,19441,19488,19505,19526,19558,19588,19611,19644,19686,19715,19728,19747,19776,19813,19840,19870,19911,19927,19938,20001,20036,20036,20052,20088,20112,20131,20159,20183,20219,20260,20276,20301,20324,20368,20392,20407,20463,20488,20505,20528,20545,20574,20591,20606,20633,20657,20669,20702,20723,20749,20773,20803,20833,20854,20874,20898,20927,20954,21024,21054,21070,21091,21121,21157,21201,21260,21330,21365,21407,21453,21539,21608,21689,21760,21821,21913,22018,22129,22227,22345,22479,22625,22735,22877,23068,23253,23609,23771,23931,24177,24455,24709,24970,25117,25292,25437,25696,26053,26315,26608,26970,27226,27402,28091,28451,28872,29216,29872,30216,30423,30780,31168,31561,31902,32441,32778,33088,33473,33830,34155,34478,34632,35041,35358,35788,36082,36554,37134,37736,38252,38574,39011,39350,39782,40145,40650,41089,41471,41767,42329,42666,43038,43375,43793,44015,44318,44669,45014,45459,45746,45891,46145
NJ-Hudson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,5,5,19,24,34,55,66,97,126,190,234,260,441,594,771,974,1314,1606,1910,2270,2835,3491,3924,4395,4949,5437,5879,6411,6851,7469,7879,8242,8511,9165,9636,9956,10486,11150,11221,12088,12681,13011,13367,13708,13925,14309,14596,14916,15148,15401,15769,15881,16099,16197,17142,17365,17365,17513,17801,17801,17801,17801,18048,18048,18498,18498,18679,18880,18880,18880,18959,18959,18959,18959,18959,18959,18959,18959,18959,18959,18959,18959,18959,18959,18959,18959,19000,19000,19066,19066,19149,19149,19177,19195,19238,19238,19249,19257,19280,19280,19316,19316,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19363,19387,19399,19430,19434,19478,19497,19511,19528,19544,19564,19580,19607,19641,19671,19683,19717,19749,19792,19830,19866,19892,19911,19936,19955,19970,19989,20018,20042,20052,20058,20068,20088,20100,20116,20131,20144,20163,20197,20206,20227,20243,20261,20286,20293,20305,20329,20344,20362,20371,20385,20403,20422,20437,20454,20468,20482,20506,20540,20547,20568,20596,20621,20643,20661,20692,20732,20767,20804,20869,20897,20914,20954,20989,21042,21079,21141,21183,21222,21286,21347,21425,21529,21604,21731,21810,21886,22004,22116,22236,22432,22573,22646,22837,22956,23132,23357,23486,23633,23730,23917,24103,24306,24494,24801,24980,25105,25393,25671,25949,26173,26482,26894,27050,27372,27725,28090,28370,28764,29116,29379,29637,30021,30410,30746,30928,31432,31691,32033,32465,32898,33429,33842,34393,34661,35115,35508,36049,36348,36850,37187,37521,37925,38429,38675,39076,39390,39769,39991,40406,40822,41309,41759,42202,42444,42618
